"Motion Profile Trajectory generated by MCSF"
maxV(rps),2855.98
maxA(rps/s),1903.99
dist(r),42839.7
ItP(ms),10
T1(ms),1499
T2(ms),749
T4(ms),14999
FL1,150
FL2,75
N,1499
Step,Time(s),Filter1 sum,Filter2 sum,Vel(RPS),Pos(R),Accel(RPS/S),Dur(ms)
1062,10.61,1,75,2855.98,27117.1,0,10
1063,10.62,1,75,2855.98,27145.7,0,10
1064,10.63,1,75,2855.98,27174.3,0,10
1065,10.64,1,75,2855.98,27202.8,0,10
1066,10.65,1,75,2855.98,27231.4,0,10
1067,10.66,1,75,2855.98,27259.9,0,10
1068,10.67,1,75,2855.98,27288.5,0,10
1069,10.68,1,75,2855.98,27317.1,0,10
1070,10.69,1,75,2855.98,27345.6,0,10
1071,10.7,1,75,2855.98,27374.2,0,10
1072,10.71,1,75,2855.98,27402.7,0,10
1073,10.72,1,75,2855.98,27431.3,0,10
1074,10.73,1,75,2855.98,27459.9,0,10
1075,10.74,1,75,2855.98,27488.4,0,10
1076,10.75,1,75,2855.98,27517,0,10
1077,10.76,1,75,2855.98,27545.5,0,10
1078,10.77,1,75,2855.98,27574.1,0,10
1079,10.78,1,75,2855.98,27602.7,0,10
1080,10.79,1,75,2855.98,27631.2,0,10
1081,10.8,1,75,2855.98,27659.8,0,10
1082,10.81,1,75,2855.98,27688.3,0,10
1083,10.82,1,75,2855.98,27716.9,0,10
1084,10.83,1,75,2855.98,27745.5,0,10
1085,10.84,1,75,2855.98,27774,0,10
1086,10.85,1,75,2855.98,27802.6,0,10
1087,10.86,1,75,2855.98,27831.1,0,10
1088,10.87,1,75,2855.98,27859.7,0,10
1089,10.88,1,75,2855.98,27888.2,0,10
1090,10.89,1,75,2855.98,27916.8,0,10
1091,10.9,1,75,2855.98,27945.4,0,10
1092,10.91,1,75,2855.98,27973.9,0,10
1093,10.92,1,75,2855.98,28002.5,0,10
1094,10.93,1,75,2855.98,28031,0,10
1095,10.94,1,75,2855.98,28059.6,0,10
1096,10.95,1,75,2855.98,28088.2,0,10
1097,10.96,1,75,2855.98,28116.7,0,10
1098,10.97,1,75,2855.98,28145.3,0,10
1099,10.98,1,75,2855.98,28173.8,0,10
1100,10.99,1,75,2855.98,28202.4,0,10
1101,11,1,75,2855.98,28231,0,10
1102,11.01,1,75,2855.98,28259.5,0,10
1103,11.02,1,75,2855.98,28288.1,0,10
1104,11.03,1,75,2855.98,28316.6,0,10
1105,11.04,1,75,2855.98,28345.2,0,10
1106,11.05,1,75,2855.98,28373.8,0,10
1107,11.06,1,75,2855.98,28402.3,0,10
1108,11.07,1,75,2855.98,28430.9,0,10
1109,11.08,1,75,2855.98,28459.4,0,10
1110,11.09,1,75,2855.98,28488,0,10
1111,11.1,1,75,2855.98,28516.6,0,10
1112,11.11,1,75,2855.98,28545.1,0,10
1113,11.12,1,75,2855.98,28573.7,0,10
1114,11.13,1,75,2855.98,28602.2,0,10
1115,11.14,1,75,2855.98,28630.8,0,10
1116,11.15,1,75,2855.98,28659.4,0,10
1117,11.16,1,75,2855.98,28687.9,0,10
1118,11.17,1,75,2855.98,28716.5,0,10
1119,11.18,1,75,2855.98,28745,0,10
1120,11.19,1,75,2855.98,28773.6,0,10
1121,11.2,1,75,2855.98,28802.2,0,10
1122,11.21,1,75,2855.98,28830.7,0,10
1123,11.22,1,75,2855.98,28859.3,0,10
1124,11.23,1,75,2855.98,28887.8,0,10
1125,11.24,1,75,2855.98,28916.4,0,10
1126,11.25,1,75,2855.98,28945,0,10
1127,11.26,1,75,2855.98,28973.5,0,10
1128,11.27,1,75,2855.98,29002.1,0,10
1129,11.28,1,75,2855.98,29030.6,0,10
1130,11.29,1,75,2855.98,29059.2,0,10
1131,11.3,1,75,2855.98,29087.8,0,10
1132,11.31,1,75,2855.98,29116.3,0,10
1133,11.32,1,75,2855.98,29144.9,0,10
1134,11.33,1,75,2855.98,29173.4,0,10
1135,11.34,1,75,2855.98,29202,0,10
1136,11.35,1,75,2855.98,29230.6,0,10
1137,11.36,1,75,2855.98,29259.1,0,10
1138,11.37,1,75,2855.98,29287.7,0,10
1139,11.38,1,75,2855.98,29316.2,0,10
1140,11.39,1,75,2855.98,29344.8,0,10
1141,11.4,1,75,2855.98,29373.4,0,10
1142,11.41,1,75,2855.98,29401.9,0,10
1143,11.42,1,75,2855.98,29430.5,0,10
1144,11.43,1,75,2855.98,29459,0,10
1145,11.44,1,75,2855.98,29487.6,0,10
1146,11.45,1,75,2855.98,29516.2,0,10
1147,11.46,1,75,2855.98,29544.7,0,10
1148,11.47,1,75,2855.98,29573.3,0,10
1149,11.48,1,75,2855.98,29601.8,0,10
1150,11.49,1,75,2855.98,29630.4,0,10
1151,11.5,1,75,2855.98,29659,0,10
1152,11.51,1,75,2855.98,29687.5,0,10
1153,11.52,1,75,2855.98,29716.1,0,10
1154,11.53,1,75,2855.98,29744.6,0,10
1155,11.54,1,75,2855.98,29773.2,0,10
1156,11.55,1,75,2855.98,29801.8,0,10
1157,11.56,1,75,2855.98,29830.3,0,10
1158,11.57,1,75,2855.98,29858.9,0,10
1159,11.58,1,75,2855.98,29887.4,0,10
1160,11.59,1,75,2855.98,29916,0,10
1161,11.6,1,75,2855.98,29944.6,0,10
1162,11.61,1,75,2855.98,29973.1,0,10
1163,11.62,1,75,2855.98,30001.7,0,10
1164,11.63,1,75,2855.98,30030.2,0,10
1165,11.64,1,75,2855.98,30058.8,0,10
1166,11.65,1,75,2855.98,30087.4,0,10
1167,11.66,1,75,2855.98,30115.9,0,10
1168,11.67,1,75,2855.98,30144.5,0,10
1169,11.68,1,75,2855.98,30173,0,10
1170,11.69,1,75,2855.98,30201.6,0,10
1171,11.7,1,75,2855.98,30230.2,0,10
1172,11.71,1,75,2855.98,30258.7,0,10
1173,11.72,1,75,2855.98,30287.3,0,10
1174,11.73,1,75,2855.98,30315.8,0,10
1175,11.74,1,75,2855.98,30344.4,0,10
1176,11.75,1,75,2855.98,30373,0,10
1177,11.76,1,75,2855.98,30401.5,0,10
1178,11.77,1,75,2855.98,30430.1,0,10
1179,11.78,1,75,2855.98,30458.6,0,10
1180,11.79,1,75,2855.98,30487.2,0,10
1181,11.8,1,75,2855.98,30515.7,0,10
1182,11.81,1,75,2855.98,30544.3,0,10
1183,11.82,1,75,2855.98,30572.9,0,10
1184,11.83,1,75,2855.98,30601.4,0,10
1185,11.84,1,75,2855.98,30630,0,10
1186,11.85,1,75,2855.98,30658.5,0,10
1187,11.86,1,75,2855.98,30687.1,0,10
1188,11.87,1,75,2855.98,30715.7,0,10
1189,11.88,1,75,2855.98,30744.2,0,10
1190,11.89,1,75,2855.98,30772.8,0,10
1191,11.9,1,75,2855.98,30801.3,0,10
1192,11.91,1,75,2855.98,30829.9,0,10
1193,11.92,1,75,2855.98,30858.5,0,10
1194,11.93,1,75,2855.98,30887,0,10
1195,11.94,1,75,2855.98,30915.6,0,10
1196,11.95,1,75,2855.98,30944.1,0,10
1197,11.96,1,75,2855.98,30972.7,0,10
1198,11.97,1,75,2855.98,31001.3,0,10
1199,11.98,1,75,2855.98,31029.8,0,10
1200,11.99,1,75,2855.98,31058.4,0,10
1201,12,1,75,2855.98,31086.9,0,10
1202,12.01,1,75,2855.98,31115.5,0,10
1203,12.02,1,75,2855.98,31144.1,0,10
1204,12.03,1,75,2855.98,31172.6,0,10
1205,12.04,1,75,2855.98,31201.2,0,10
1206,12.05,1,75,2855.98,31229.7,0,10
1207,12.06,1,75,2855.98,31258.3,0,10
1208,12.07,1,75,2855.98,31286.9,0,10
1209,12.08,1,75,2855.98,31315.4,0,10
1210,12.09,1,75,2855.98,31344,0,10
1211,12.1,1,75,2855.98,31372.5,0,10
1212,12.11,1,75,2855.98,31401.1,0,10
1213,12.12,1,75,2855.98,31429.7,0,10
1214,12.13,1,75,2855.98,31458.2,0,10
1215,12.14,1,75,2855.98,31486.8,0,10
1216,12.15,1,75,2855.98,31515.3,0,10
1217,12.16,1,75,2855.98,31543.9,0,10
1218,12.17,1,75,2855.98,31572.5,0,10
1219,12.18,1,75,2855.98,31601,0,10
1220,12.19,1,75,2855.98,31629.6,0,10
1221,12.2,1,75,2855.98,31658.1,0,10
1222,12.21,1,75,2855.98,31686.7,0,10
1223,12.22,1,75,2855.98,31715.3,0,10
1224,12.23,1,75,2855.98,31743.8,0,10
1225,12.24,1,75,2855.98,31772.4,0,10
1226,12.25,1,75,2855.98,31800.9,0,10
1227,12.26,1,75,2855.98,31829.5,0,10
1228,12.27,1,75,2855.98,31858.1,0,10
1229,12.28,1,75,2855.98,31886.6,0,10
1230,12.29,1,75,2855.98,31915.2,0,10
1231,12.3,1,75,2855.98,31943.7,0,10
1232,12.31,1,75,2855.98,31972.3,0,10
1233,12.32,1,75,2855.98,32000.9,0,10
1234,12.33,1,75,2855.98,32029.4,0,10
1235,12.34,1,75,2855.98,32058,0,10
1236,12.35,1,75,2855.98,32086.5,0,10
1237,12.36,1,75,2855.98,32115.1,0,10
1238,12.37,1,75,2855.98,32143.7,0,10
1239,12.38,1,75,2855.98,32172.2,0,10
1240,12.39,1,75,2855.98,32200.8,0,10
1241,12.4,1,75,2855.98,32229.3,0,10
1242,12.41,1,75,2855.98,32257.9,0,10
1243,12.42,1,75,2855.98,32286.5,0,10
1244,12.43,1,75,2855.98,32315,0,10
1245,12.44,1,75,2855.98,32343.6,0,10
1246,12.45,1,75,2855.98,32372.1,0,10
1247,12.46,1,75,2855.98,32400.7,0,10
1248,12.47,1,75,2855.98,32429.3,0,10
1249,12.48,1,75,2855.98,32457.8,0,10
1250,12.49,1,75,2855.98,32486.4,0,10
1251,12.5,1,75,2855.98,32514.9,0,10
1252,12.51,1,75,2855.98,32543.5,0,10
1253,12.52,1,75,2855.98,32572.1,0,10
1254,12.53,1,75,2855.98,32600.6,0,10
1255,12.54,1,75,2855.98,32629.2,0,10
1256,12.55,1,75,2855.98,32657.7,0,10
1257,12.56,1,75,2855.98,32686.3,0,10
1258,12.57,1,75,2855.98,32714.9,0,10
1259,12.58,1,75,2855.98,32743.4,0,10
1260,12.59,1,75,2855.98,32772,0,10
1261,12.6,1,75,2855.98,32800.5,0,10
1262,12.61,1,75,2855.98,32829.1,0,10
1263,12.62,1,75,2855.98,32857.7,0,10
1264,12.63,1,75,2855.98,32886.2,0,10
1265,12.64,1,75,2855.98,32914.8,0,10
1266,12.65,1,75,2855.98,32943.3,0,10
1267,12.66,1,75,2855.98,32971.9,0,10
1268,12.67,1,75,2855.98,33000.5,0,10
1269,12.68,1,75,2855.98,33029,0,10
1270,12.69,1,75,2855.98,33057.6,0,10
1271,12.7,1,75,2855.98,33086.1,0,10
1272,12.71,1,75,2855.98,33114.7,0,10
1273,12.72,1,75,2855.98,33143.2,0,10
1274,12.73,1,75,2855.98,33171.8,0,10
1275,12.74,1,75,2855.98,33200.4,0,10
1276,12.75,1,75,2855.98,33228.9,0,10
1277,12.76,1,75,2855.98,33257.5,0,10
1278,12.77,1,75,2855.98,33286,0,10
1279,12.78,1,75,2855.98,33314.6,0,10
1280,12.79,1,75,2855.98,33343.2,0,10
1281,12.8,1,75,2855.98,33371.7,0,10
1282,12.81,1,75,2855.98,33400.3,0,10
1283,12.82,1,75,2855.98,33428.8,0,10
1284,12.83,1,75,2855.98,33457.4,0,10
1285,12.84,1,75,2855.98,33486,0,10
1286,12.85,1,75,2855.98,33514.5,0,10
1287,12.86,1,75,2855.98,33543.1,0,10
1288,12.87,1,75,2855.98,33571.6,0,10
1289,12.88,1,75,2855.98,33600.2,0,10
1290,12.89,1,75,2855.98,33628.8,0,10
1291,12.9,1,75,2855.98,33657.3,0,10
1292,12.91,1,75,2855.98,33685.9,0,10
1293,12.92,1,75,2855.98,33714.4,0,10
1294,12.93,1,75,2855.98,33743,0,10
1295,12.94,1,75,2855.98,33771.6,0,10
1296,12.95,1,75,2855.98,33800.1,0,10
1297,12.96,1,75,2855.98,33828.7,0,10
1298,12.97,1,75,2855.98,33857.2,0,10
1299,12.98,1,75,2855.98,33885.8,0,10
1300,12.99,1,75,2855.98,33914.4,0,10
1301,13,1,75,2855.98,33942.9,0,10
1302,13.01,1,75,2855.98,33971.5,0,10
1303,13.02,1,75,2855.98,34000,0,10
1304,13.03,1,75,2855.98,34028.6,0,10
1305,13.04,1,75,2855.98,34057.2,0,10
1306,13.05,1,75,2855.98,34085.7,0,10
1307,13.06,1,75,2855.98,34114.3,0,10
1308,13.07,1,75,2855.98,34142.8,0,10
1309,13.08,1,75,2855.98,34171.4,0,10
1310,13.09,1,75,2855.98,34200,0,10
1311,13.1,1,75,2855.98,34228.5,0,10
1312,13.11,1,75,2855.98,34257.1,0,10
1313,13.12,1,75,2855.98,34285.6,0,10
1314,13.13,1,75,2855.98,34314.2,0,10
1315,13.14,1,75,2855.98,34342.8,0,10
1316,13.15,1,75,2855.98,34371.3,0,10
1317,13.16,1,75,2855.98,34399.9,0,10
1318,13.17,1,75,2855.98,34428.4,0,10
1319,13.18,1,75,2855.98,34457,0,10
1320,13.19,1,75,2855.98,34485.6,0,10
1321,13.2,1,75,2855.98,34514.1,0,10
1322,13.21,1,75,2855.98,34542.7,0,10
1323,13.22,1,75,2855.98,34571.2,0,10
1324,13.23,1,75,2855.98,34599.8,0,10
1325,13.24,1,75,2855.98,34628.4,0,10
1326,13.25,1,75,2855.98,34656.9,0,10
1327,13.26,1,75,2855.98,34685.5,0,10
1328,13.27,1,75,2855.98,34714,0,10
1329,13.28,1,75,2855.98,34742.6,0,10
1330,13.29,1,75,2855.98,34771.2,0,10
1331,13.3,1,75,2855.98,34799.7,0,10
1332,13.31,1,75,2855.98,34828.3,0,10
1333,13.32,1,75,2855.98,34856.8,0,10
1334,13.33,1,75,2855.98,34885.4,0,10
1335,13.34,1,75,2855.98,34914,0,10
1336,13.35,1,75,2855.98,34942.5,0,10
1337,13.36,1,75,2855.98,34971.1,0,10
1338,13.37,1,75,2855.98,34999.6,0,10
1339,13.38,1,75,2855.98,35028.2,0,10
1340,13.39,1,75,2855.98,35056.8,0,10
1341,13.4,1,75,2855.98,35085.3,0,10
1342,13.41,1,75,2855.98,35113.9,0,10
1343,13.42,1,75,2855.98,35142.4,0,10
1344,13.43,1,75,2855.98,35171,0,10
1345,13.44,1,75,2855.98,35199.6,0,10
1346,13.45,1,75,2855.98,35228.1,0,10
1347,13.46,1,75,2855.98,35256.7,0,10
1348,13.47,1,75,2855.98,35285.2,0,10
1349,13.48,1,75,2855.98,35313.8,0,10
1350,13.49,1,75,2855.98,35342.4,0,10
1351,13.5,1,75,2855.98,35370.9,0,10
1352,13.51,1,75,2855.98,35399.5,0,10
1353,13.52,1,75,2855.98,35428,0,10
1354,13.53,1,75,2855.98,35456.6,0,10
1355,13.54,1,75,2855.98,35485.2,0,10
1356,13.55,1,75,2855.98,35513.7,0,10
1357,13.56,1,75,2855.98,35542.3,0,10
1358,13.57,1,75,2855.98,35570.8,0,10
1359,13.58,1,75,2855.98,35599.4,0,10
1360,13.59,1,75,2855.98,35628,0,10
1361,13.6,1,75,2855.98,35656.5,0,10
1362,13.61,1,75,2855.98,35685.1,0,10
1363,13.62,1,75,2855.98,35713.6,0,10
1364,13.63,1,75,2855.98,35742.2,0,10
1365,13.64,1,75,2855.98,35770.7,0,10
1366,13.65,1,75,2855.98,35799.3,0,10
1367,13.66,1,75,2855.98,35827.9,0,10
1368,13.67,1,75,2855.98,35856.4,0,10
1369,13.68,1,75,2855.98,35885,0,10
1370,13.69,1,75,2855.98,35913.5,0,10
1371,13.7,1,75,2855.98,35942.1,0,10
1372,13.71,1,75,2855.98,35970.7,0,10
1373,13.72,1,75,2855.98,35999.2,0,10
1374,13.73,1,75,2855.98,36027.8,0,10
1375,13.74,1,75,2855.98,36056.3,0,10
1376,13.75,1,75,2855.98,36084.9,0,10
1377,13.76,1,75,2855.98,36113.5,0,10
1378,13.77,1,75,2855.98,36142,0,10
1379,13.78,1,75,2855.98,36170.6,0,10
1380,13.79,1,75,2855.98,36199.1,0,10
1381,13.8,1,75,2855.98,36227.7,0,10
1382,13.81,1,75,2855.98,36256.3,0,10
1383,13.82,1,75,2855.98,36284.8,0,10
1384,13.83,1,75,2855.98,36313.4,0,10
1385,13.84,1,75,2855.98,36341.9,0,10
1386,13.85,1,75,2855.98,36370.5,0,10
1387,13.86,1,75,2855.98,36399.1,0,10
1388,13.87,1,75,2855.98,36427.6,0,10
1389,13.88,1,75,2855.98,36456.2,0,10
1390,13.89,1,75,2855.98,36484.7,0,10
1391,13.9,1,75,2855.98,36513.3,0,10
1392,13.91,1,75,2855.98,36541.9,0,10
1393,13.92,1,75,2855.98,36570.4,0,10
1394,13.93,1,75,2855.98,36599,0,10
1395,13.94,1,75,2855.98,36627.5,0,10
1396,13.95,1,75,2855.98,36656.1,0,10
1397,13.96,1,75,2855.98,36684.7,0,10
1398,13.97,1,75,2855.98,36713.2,0,10
1399,13.98,1,75,2855.98,36741.8,0,10
1400,13.99,1,75,2855.98,36770.3,0,10
1401,14,1,75,2855.98,36798.9,0,10
1402,14.01,1,75,2855.98,36827.5,0,10
1403,14.02,1,75,2855.98,36856,0,10
1404,14.03,1,75,2855.98,36884.6,0,10
1405,14.04,1,75,2855.98,36913.1,0,10
1406,14.05,1,75,2855.98,36941.7,0,10
1407,14.06,1,75,2855.98,36970.3,0,10
1408,14.07,1,75,2855.98,36998.8,0,10
1409,14.08,1,75,2855.98,37027.4,0,10
1410,14.09,1,75,2855.98,37055.9,0,10
1411,14.1,1,75,2855.98,37084.5,0,10
1412,14.11,1,75,2855.98,37113.1,0,10
1413,14.12,1,75,2855.98,37141.6,0,10
1414,14.13,1,75,2855.98,37170.2,0,10
1415,14.14,1,75,2855.98,37198.7,0,10
1416,14.15,1,75,2855.98,37227.3,0,10
1417,14.16,1,75,2855.98,37255.9,0,10
1418,14.17,1,75,2855.98,37284.4,0,10
1419,14.18,1,75,2855.98,37313,0,10
1420,14.19,1,75,2855.98,37341.5,0,10
1421,14.2,1,75,2855.98,37370.1,0,10
1422,14.21,1,75,2855.98,37398.7,0,10
1423,14.22,1,75,2855.98,37427.2,0,10
1424,14.23,1,75,2855.98,37455.8,0,10
1425,14.24,1,75,2855.98,37484.3,0,10
1426,14.25,1,75,2855.98,37512.9,0,10
1427,14.26,1,75,2855.98,37541.5,0,10
1428,14.27,1,75,2855.98,37570,0,10
1429,14.28,1,75,2855.98,37598.6,0,10
1430,14.29,1,75,2855.98,37627.1,0,10
1431,14.3,1,75,2855.98,37655.7,0,10
1432,14.31,1,75,2855.98,37684.3,0,10
1433,14.32,1,75,2855.98,37712.8,0,10
1434,14.33,1,75,2855.98,37741.4,0,10
1435,14.34,1,75,2855.98,37769.9,0,10
1436,14.35,1,75,2855.98,37798.5,0,10
1437,14.36,1,75,2855.98,37827.1,0,10
1438,14.37,1,75,2855.98,37855.6,0,10
1439,14.38,1,75,2855.98,37884.2,0,10
1440,14.39,1,75,2855.98,37912.7,0,10
1441,14.4,1,75,2855.98,37941.3,0,10
1442,14.41,1,75,2855.98,37969.9,0,10
1443,14.42,1,75,2855.98,37998.4,0,10
1444,14.43,1,75,2855.98,38027,0,10
1445,14.44,1,75,2855.98,38055.5,0,10
1446,14.45,1,75,2855.98,38084.1,0,10
1447,14.46,1,75,2855.98,38112.7,0,10
1448,14.47,1,75,2855.98,38141.2,0,10
1449,14.48,1,75,2855.98,38169.8,0,10
1450,14.49,1,75,2855.98,38198.3,0,10
1451,14.5,1,75,2855.98,38226.9,0,10
1452,14.51,1,75,2855.98,38255.4,0,10
1453,14.52,1,75,2855.98,38284,0,10
1454,14.53,1,75,2855.98,38312.6,0,10
1455,14.54,1,75,2855.98,38341.1,0,10
1456,14.55,1,75,2855.98,38369.7,0,10
1457,14.56,1,75,2855.98,38398.2,0,10
1458,14.57,1,75,2855.98,38426.8,0,10
1459,14.58,1,75,2855.98,38455.4,0,10
1460,14.59,1,75,2855.98,38483.9,0,10
1461,14.6,1,75,2855.98,38512.5,0,10
1462,14.61,1,75,2855.98,38541,0,10
1463,14.62,1,75,2855.98,38569.6,0,10
1464,14.63,1,75,2855.98,38598.2,0,10
1465,14.64,1,75,2855.98,38626.7,0,10
1466,14.65,1,75,2855.98,38655.3,0,10
1467,14.66,1,75,2855.98,38683.8,0,10
1468,14.67,1,75,2855.98,38712.4,0,10
1469,14.68,1,75,2855.98,38741,0,10
1470,14.69,1,75,2855.98,38769.5,0,10
1471,14.7,1,75,2855.98,38798.1,0,10
1472,14.71,1,75,2855.98,38826.6,0,10
1473,14.72,1,75,2855.98,38855.2,0,10
1474,14.73,1,75,2855.98,38883.8,0,10
1475,14.74,1,75,2855.98,38912.3,0,10
1476,14.75,1,75,2855.98,38940.9,0,10
1477,14.76,1,75,2855.98,38969.4,0,10
1478,14.77,1,75,2855.98,38998,0,10
1479,14.78,1,75,2855.98,39026.6,0,10
1480,14.79,1,75,2855.98,39055.1,0,10
1481,14.8,1,75,2855.98,39083.7,0,10
1482,14.81,1,75,2855.98,39112.2,0,10
1483,14.82,1,75,2855.98,39140.8,0,10
1484,14.83,1,75,2855.98,39169.4,0,10
1485,14.84,1,75,2855.98,39197.9,0,10
1486,14.85,1,75,2855.98,39226.5,0,10
1487,14.86,1,75,2855.98,39255,0,10
1488,14.87,1,75,2855.98,39283.6,0,10
1489,14.88,1,75,2855.98,39312.2,0,10
1490,14.89,1,75,2855.98,39340.7,0,10
1491,14.9,1,75,2855.98,39369.3,0,10
1492,14.91,1,75,2855.98,39397.8,0,10
1493,14.92,1,75,2855.98,39426.4,0,10
1494,14.93,1,75,2855.98,39455,0,10
1495,14.94,1,75,2855.98,39483.5,0,10
1496,14.95,1,75,2855.98,39512.1,0,10
1497,14.96,1,75,2855.98,39540.6,0,10
1498,14.97,1,75,2855.98,39569.2,0,10
1499,14.98,1,75,2855.98,39597.8,0,10
1500,14.99,1,75,2855.98,39626.3,0,10
1501,15,0.993333,74.9933,2855.48,39654.9,-50.1049,10
1502,15.01,0.986667,74.98,2854.73,39683.4,-75.1573,10
1503,15.02,0.98,74.96,2853.72,39712,-100.21,10
1504,15.03,0.973333,74.9333,2852.47,39740.5,-125.262,10
1505,15.04,0.966667,74.9,2850.97,39769,-150.315,10
1506,15.05,0.96,74.86,2849.21,39797.5,-175.367,10
1507,15.06,0.953333,74.8133,2847.21,39826,-200.42,10
1508,15.07,0.946667,74.76,2844.95,39854.5,-225.472,10
1509,15.08,0.94,74.7,2842.45,39882.9,-250.524,10
1510,15.09,0.933333,74.6333,2839.69,39911.3,-275.577,10
1511,15.1,0.926667,74.56,2836.69,39939.7,-300.629,10
1512,15.11,0.92,74.48,2833.43,39968,-325.682,10
1513,15.12,0.913333,74.3933,2829.92,39996.4,-350.734,10
1514,15.13,0.906667,74.3,2826.17,40024.6,-375.787,10
1515,15.14,0.9,74.2,2822.16,40052.9,-400.839,10
1516,15.15,0.893333,74.0933,2817.9,40081.1,-425.891,10
1517,15.16,0.886667,73.98,2813.39,40109.2,-450.944,10
1518,15.17,0.88,73.86,2808.63,40137.3,-475.996,10
1519,15.18,0.873333,73.7333,2803.62,40165.4,-501.049,10
1520,15.19,0.866667,73.6,2798.36,40193.4,-526.101,10
1521,15.2,0.86,73.46,2792.85,40221.4,-551.154,10
1522,15.21,0.853333,73.3133,2787.08,40249.3,-576.206,10
1523,15.22,0.846667,73.16,2781.07,40277.1,-601.259,10
1524,15.23,0.84,73,2774.81,40304.9,-626.311,10
1525,15.24,0.833333,72.8333,2768.29,40332.6,-651.363,10
1526,15.25,0.826667,72.66,2761.53,40360.3,-676.416,10
1527,15.26,0.82,72.48,2754.52,40387.8,-701.468,10
1528,15.27,0.813333,72.2933,2747.25,40415.3,-726.521,10
1529,15.28,0.806667,72.1,2739.73,40442.8,-751.573,10
1530,15.29,0.8,71.9,2731.97,40470.1,-776.626,10
1531,15.3,0.793333,71.6933,2723.95,40497.4,-801.678,10
1532,15.31,0.786667,71.48,2715.68,40524.6,-826.73,10
1533,15.32,0.78,71.26,2707.17,40551.7,-851.783,10
1534,15.33,0.773333,71.0333,2698.4,40578.8,-876.835,10
1535,15.34,0.766667,70.8,2689.38,40605.7,-901.888,10
1536,15.35,0.76,70.56,2680.11,40632.5,-926.94,10
1537,15.36,0.753333,70.3133,2670.59,40659.3,-951.993,10
1538,15.37,0.746667,70.06,2660.82,40686,-977.045,10
1539,15.38,0.74,69.8,2650.8,40712.5,-1002.1,10
1540,15.39,0.733333,69.5333,2640.53,40739,-1027.15,10
1541,15.4,0.726667,69.26,2630.01,40765.3,-1052.2,10
1542,15.41,0.72,68.98,2619.23,40791.6,-1077.25,10
1543,15.42,0.713333,68.6933,2608.21,40817.7,-1102.31,10
1544,15.43,0.706667,68.4,2596.94,40843.7,-1127.36,10
1545,15.44,0.7,68.1,2585.41,40869.6,-1152.41,10
1546,15.45,0.693333,67.7933,2573.64,40895.4,-1177.46,10
1547,15.46,0.686667,67.48,2561.61,40921.1,-1202.52,10
1548,15.47,0.68,67.16,2549.34,40946.7,-1227.57,10
1549,15.48,0.673333,66.8333,2536.81,40972.1,-1252.62,10
1550,15.49,0.666667,66.5,2524.03,40997.4,-1277.67,10
1551,15.5,0.66,66.16,2511.01,41022.6,-1302.73,10
1552,15.51,0.653333,65.8133,2497.73,41047.6,-1327.78,10
1553,15.52,0.646667,65.46,2484.2,41072.5,-1352.83,10
1554,15.53,0.64,65.1,2470.42,41097.3,-1377.88,10
1555,15.54,0.633333,64.7333,2456.39,41121.9,-1402.94,10
1556,15.55,0.626667,64.36,2442.11,41146.4,-1427.99,10
1557,15.56,0.62,63.98,2427.58,41170.8,-1453.04,10
1558,15.57,0.613333,63.5933,2412.8,41195,-1478.09,10
1559,15.58,0.606667,63.2,2397.77,41219,-1503.15,10
1560,15.59,0.6,62.8,2382.49,41242.9,-1528.2,10
1561,15.6,0.593333,62.3933,2366.95,41266.7,-1553.25,10
1562,15.61,0.586667,61.98,2351.17,41290.3,-1578.3,10
1563,15.62,0.58,61.56,2335.14,41313.7,-1603.36,10
1564,15.63,0.573333,61.1333,2318.85,41337,-1628.41,10
1565,15.64,0.566667,60.7,2302.32,41360.1,-1653.46,10
1566,15.65,0.56,60.26,2285.53,41383,-1678.51,10
1567,15.66,0.553333,59.8133,2268.5,41405.8,-1703.57,10
1568,15.67,0.546667,59.36,2251.21,41428.4,-1728.62,10
1569,15.68,0.54,58.9,2233.68,41450.8,-1753.67,10
1570,15.69,0.533333,58.4333,2215.89,41473.1,-1778.72,10
1571,15.7,0.526667,57.96,2197.85,41495.1,-1803.78,10
1572,15.71,0.52,57.48,2179.56,41517,-1828.83,10
1573,15.72,0.513333,56.9933,2161.02,41538.7,-1853.88,10
1574,15.73,0.506667,56.5,2142.23,41560.2,-1878.93,10
1575,15.74,0.5,56,2123.19,41581.6,-1903.99,10
1576,15.75,0.493333,55.5,2104.15,41602.7,-1903.99,10
1577,15.76,0.486667,55,2085.11,41623.7,-1903.99,10
1578,15.77,0.48,54.5,2066.07,41644.4,-1903.99,10
1579,15.78,0.473333,54,2047.03,41665,-1903.99,10
1580,15.79,0.466667,53.5,2027.99,41685.3,-1903.99,10
1581,15.8,0.46,53,2008.96,41705.5,-1903.99,10
1582,15.81,0.453333,52.5,1989.92,41725.5,-1903.99,10
1583,15.82,0.446667,52,1970.88,41745.3,-1903.99,10
1584,15.83,0.44,51.5,1951.84,41764.9,-1903.99,10
1585,15.84,0.433333,51,1932.8,41784.4,-1903.99,10
1586,15.85,0.426667,50.5,1913.76,41803.6,-1903.99,10
1587,15.86,0.42,50,1894.72,41822.6,-1903.99,10
1588,15.87,0.413333,49.5,1875.68,41841.5,-1903.99,10
1589,15.88,0.406667,49,1856.64,41860.2,-1903.99,10
