"Motion Profile Trajectory generated by MCSF"
maxV(rps),2855.98
maxA(rps/s),1903.99
dist(r),42839.7
ItP(ms),10
T1(ms),1499
T2(ms),749
T4(ms),14999
FL1,150
FL2,75
N,1499
Step,Time(s),Filter1 sum,Filter2 sum,Vel(RPS),Pos(R),Accel(RPS/S),Dur(ms)
483,4.82,1,75,2855.98,10581,0,10
484,4.83,1,75,2855.98,10609.6,0,10
485,4.84,1,75,2855.98,10638.1,0,10
486,4.85,1,75,2855.98,10666.7,0,10
487,4.86,1,75,2855.98,10695.3,0,10
488,4.87,1,75,2855.98,10723.8,0,10
489,4.88,1,75,2855.98,10752.4,0,10
490,4.89,1,75,2855.98,10780.9,0,10
491,4.9,1,75,2855.98,10809.5,0,10
492,4.91,1,75,2855.98,10838.1,0,10
493,4.92,1,75,2855.98,10866.6,0,10
494,4.93,1,75,2855.98,10895.2,0,10
495,4.94,1,75,2855.98,10923.7,0,10
496,4.95,1,75,2855.98,10952.3,0,10
497,4.96,1,75,2855.98,10980.9,0,10
498,4.97,1,75,2855.98,11009.4,0,10
499,4.98,1,75,2855.98,11038,0,10
500,4.99,1,75,2855.98,11066.5,0,10
501,5,1,75,2855.98,11095.1,0,10
502,5.01,1,75,2855.98,11123.7,0,10
503,5.02,1,75,2855.98,11152.2,0,10
504,5.03,1,75,2855.98,11180.8,0,10
505,5.04,1,75,2855.98,11209.3,0,10
506,5.05,1,75,2855.98,11237.9,0,10
507,5.06,1,75,2855.98,11266.5,0,10
508,5.07,1,75,2855.98,11295,0,10
509,5.08,1,75,2855.98,11323.6,0,10
510,5.09,1,75,2855.98,11352.1,0,10
511,5.1,1,75,2855.98,11380.7,0,10
512,5.11,1,75,2855.98,11409.3,0,10
513,5.12,1,75,2855.98,11437.8,0,10
514,5.13,1,75,2855.98,11466.4,0,10
515,5.14,1,75,2855.98,11494.9,0,10
516,5.15,1,75,2855.98,11523.5,0,10
517,5.16,1,75,2855.98,11552.1,0,10
518,5.17,1,75,2855.98,11580.6,0,10
519,5.18,1,75,2855.98,11609.2,0,10
520,5.19,1,75,2855.98,11637.7,0,10
521,5.2,1,75,2855.98,11666.3,0,10
522,5.21,1,75,2855.98,11694.9,0,10
523,5.22,1,75,2855.98,11723.4,0,10
524,5.23,1,75,2855.98,11752,0,10
525,5.24,1,75,2855.98,11780.5,0,10
526,5.25,1,75,2855.98,11809.1,0,10
527,5.26,1,75,2855.98,11837.7,0,10
528,5.27,1,75,2855.98,11866.2,0,10
529,5.28,1,75,2855.98,11894.8,0,10
530,5.29,1,75,2855.98,11923.3,0,10
531,5.3,1,75,2855.98,11951.9,0,10
532,5.31,1,75,2855.98,11980.5,0,10
533,5.32,1,75,2855.98,12009,0,10
534,5.33,1,75,2855.98,12037.6,0,10
535,5.34,1,75,2855.98,12066.1,0,10
536,5.35,1,75,2855.98,12094.7,0,10
537,5.36,1,75,2855.98,12123.3,0,10
538,5.37,1,75,2855.98,12151.8,0,10
539,5.38,1,75,2855.98,12180.4,0,10
540,5.39,1,75,2855.98,12208.9,0,10
541,5.4,1,75,2855.98,12237.5,0,10
542,5.41,1,75,2855.98,12266,0,10
543,5.42,1,75,2855.98,12294.6,0,10
544,5.43,1,75,2855.98,12323.2,0,10
545,5.44,1,75,2855.98,12351.7,0,10
546,5.45,1,75,2855.98,12380.3,0,10
547,5.46,1,75,2855.98,12408.8,0,10
548,5.47,1,75,2855.98,12437.4,0,10
549,5.48,1,75,2855.98,12466,0,10
550,5.49,1,75,2855.98,12494.5,0,10
551,5.5,1,75,2855.98,12523.1,0,10
552,5.51,1,75,2855.98,12551.6,0,10
553,5.52,1,75,2855.98,12580.2,0,10
554,5.53,1,75,2855.98,12608.8,0,10
555,5.54,1,75,2855.98,12637.3,0,10
556,5.55,1,75,2855.98,12665.9,0,10
557,5.56,1,75,2855.98,12694.4,0,10
558,5.57,1,75,2855.98,12723,0,10
559,5.58,1,75,2855.98,12751.6,0,10
560,5.59,1,75,2855.98,12780.1,0,10
561,5.6,1,75,2855.98,12808.7,0,10
562,5.61,1,75,2855.98,12837.2,0,10
563,5.62,1,75,2855.98,12865.8,0,10
564,5.63,1,75,2855.98,12894.4,0,10
565,5.64,1,75,2855.98,12922.9,0,10
566,5.65,1,75,2855.98,12951.5,0,10
567,5.66,1,75,2855.98,12980,0,10
568,5.67,1,75,2855.98,13008.6,0,10
569,5.68,1,75,2855.98,13037.2,0,10
570,5.69,1,75,2855.98,13065.7,0,10
571,5.7,1,75,2855.98,13094.3,0,10
572,5.71,1,75,2855.98,13122.8,0,10
573,5.72,1,75,2855.98,13151.4,0,10
574,5.73,1,75,2855.98,13180,0,10
575,5.74,1,75,2855.98,13208.5,0,10
576,5.75,1,75,2855.98,13237.1,0,10
577,5.76,1,75,2855.98,13265.6,0,10
578,5.77,1,75,2855.98,13294.2,0,10
579,5.78,1,75,2855.98,13322.8,0,10
580,5.79,1,75,2855.98,13351.3,0,10
581,5.8,1,75,2855.98,13379.9,0,10
582,5.81,1,75,2855.98,13408.4,0,10
583,5.82,1,75,2855.98,13437,0,10
584,5.83,1,75,2855.98,13465.6,0,10
585,5.84,1,75,2855.98,13494.1,0,10
586,5.85,1,75,2855.98,13522.7,0,10
587,5.86,1,75,2855.98,13551.2,0,10
588,5.87,1,75,2855.98,13579.8,0,10
589,5.88,1,75,2855.98,13608.4,0,10
590,5.89,1,75,2855.98,13636.9,0,10
591,5.9,1,75,2855.98,13665.5,0,10
592,5.91,1,75,2855.98,13694,0,10
593,5.92,1,75,2855.98,13722.6,0,10
594,5.93,1,75,2855.98,13751.2,0,10
595,5.94,1,75,2855.98,13779.7,0,10
596,5.95,1,75,2855.98,13808.3,0,10
597,5.96,1,75,2855.98,13836.8,0,10
598,5.97,1,75,2855.98,13865.4,0,10
599,5.98,1,75,2855.98,13894,0,10
600,5.99,1,75,2855.98,13922.5,0,10
601,6,1,75,2855.98,13951.1,0,10
602,6.01,1,75,2855.98,13979.6,0,10
603,6.02,1,75,2855.98,14008.2,0,10
604,6.03,1,75,2855.98,14036.8,0,10
605,6.04,1,75,2855.98,14065.3,0,10
606,6.05,1,75,2855.98,14093.9,0,10
607,6.06,1,75,2855.98,14122.4,0,10
608,6.07,1,75,2855.98,14151,0,10
609,6.08,1,75,2855.98,14179.6,0,10
610,6.09,1,75,2855.98,14208.1,0,10
611,6.1,1,75,2855.98,14236.7,0,10
612,6.11,1,75,2855.98,14265.2,0,10
613,6.12,1,75,2855.98,14293.8,0,10
614,6.13,1,75,2855.98,14322.4,0,10
615,6.14,1,75,2855.98,14350.9,0,10
616,6.15,1,75,2855.98,14379.5,0,10
617,6.16,1,75,2855.98,14408,0,10
618,6.17,1,75,2855.98,14436.6,0,10
619,6.18,1,75,2855.98,14465.2,0,10
620,6.19,1,75,2855.98,14493.7,0,10
621,6.2,1,75,2855.98,14522.3,0,10
622,6.21,1,75,2855.98,14550.8,0,10
623,6.22,1,75,2855.98,14579.4,0,10
624,6.23,1,75,2855.98,14608,0,10
625,6.24,1,75,2855.98,14636.5,0,10
626,6.25,1,75,2855.98,14665.1,0,10
627,6.26,1,75,2855.98,14693.6,0,10
628,6.27,1,75,2855.98,14722.2,0,10
629,6.28,1,75,2855.98,14750.8,0,10
630,6.29,1,75,2855.98,14779.3,0,10
631,6.3,1,75,2855.98,14807.9,0,10
632,6.31,1,75,2855.98,14836.4,0,10
633,6.32,1,75,2855.98,14865,0,10
634,6.33,1,75,2855.98,14893.5,0,10
635,6.34,1,75,2855.98,14922.1,0,10
636,6.35,1,75,2855.98,14950.7,0,10
637,6.36,1,75,2855.98,14979.2,0,10
638,6.37,1,75,2855.98,15007.8,0,10
639,6.38,1,75,2855.98,15036.3,0,10
640,6.39,1,75,2855.98,15064.9,0,10
641,6.4,1,75,2855.98,15093.5,0,10
642,6.41,1,75,2855.98,15122,0,10
643,6.42,1,75,2855.98,15150.6,0,10
644,6.43,1,75,2855.98,15179.1,0,10
645,6.44,1,75,2855.98,15207.7,0,10
646,6.45,1,75,2855.98,15236.3,0,10
647,6.46,1,75,2855.98,15264.8,0,10
648,6.47,1,75,2855.98,15293.4,0,10
649,6.48,1,75,2855.98,15321.9,0,10
650,6.49,1,75,2855.98,15350.5,0,10
651,6.5,1,75,2855.98,15379.1,0,10
652,6.51,1,75,2855.98,15407.6,0,10
653,6.52,1,75,2855.98,15436.2,0,10
654,6.53,1,75,2855.98,15464.7,0,10
655,6.54,1,75,2855.98,15493.3,0,10
656,6.55,1,75,2855.98,15521.9,0,10
657,6.56,1,75,2855.98,15550.4,0,10
658,6.57,1,75,2855.98,15579,0,10
659,6.58,1,75,2855.98,15607.5,0,10
660,6.59,1,75,2855.98,15636.1,0,10
661,6.6,1,75,2855.98,15664.7,0,10
662,6.61,1,75,2855.98,15693.2,0,10
663,6.62,1,75,2855.98,15721.8,0,10
664,6.63,1,75,2855.98,15750.3,0,10
665,6.64,1,75,2855.98,15778.9,0,10
666,6.65,1,75,2855.98,15807.5,0,10
667,6.66,1,75,2855.98,15836,0,10
668,6.67,1,75,2855.98,15864.6,0,10
669,6.68,1,75,2855.98,15893.1,0,10
670,6.69,1,75,2855.98,15921.7,0,10
671,6.7,1,75,2855.98,15950.3,0,10
672,6.71,1,75,2855.98,15978.8,0,10
673,6.72,1,75,2855.98,16007.4,0,10
674,6.73,1,75,2855.98,16035.9,0,10
675,6.74,1,75,2855.98,16064.5,0,10
676,6.75,1,75,2855.98,16093.1,0,10
677,6.76,1,75,2855.98,16121.6,0,10
678,6.77,1,75,2855.98,16150.2,0,10
679,6.78,1,75,2855.98,16178.7,0,10
680,6.79,1,75,2855.98,16207.3,0,10
681,6.8,1,75,2855.98,16235.9,0,10
682,6.81,1,75,2855.98,16264.4,0,10
683,6.82,1,75,2855.98,16293,0,10
684,6.83,1,75,2855.98,16321.5,0,10
685,6.84,1,75,2855.98,16350.1,0,10
686,6.85,1,75,2855.98,16378.7,0,10
687,6.86,1,75,2855.98,16407.2,0,10
688,6.87,1,75,2855.98,16435.8,0,10
689,6.88,1,75,2855.98,16464.3,0,10
690,6.89,1,75,2855.98,16492.9,0,10
691,6.9,1,75,2855.98,16521.5,0,10
692,6.91,1,75,2855.98,16550,0,10
693,6.92,1,75,2855.98,16578.6,0,10
694,6.93,1,75,2855.98,16607.1,0,10
695,6.94,1,75,2855.98,16635.7,0,10
696,6.95,1,75,2855.98,16664.3,0,10
697,6.96,1,75,2855.98,16692.8,0,10
698,6.97,1,75,2855.98,16721.4,0,10
699,6.98,1,75,2855.98,16749.9,0,10
700,6.99,1,75,2855.98,16778.5,0,10
701,7,1,75,2855.98,16807.1,0,10
702,7.01,1,75,2855.98,16835.6,0,10
703,7.02,1,75,2855.98,16864.2,0,10
704,7.03,1,75,2855.98,16892.7,0,10
705,7.04,1,75,2855.98,16921.3,0,10
706,7.05,1,75,2855.98,16949.9,0,10
707,7.06,1,75,2855.98,16978.4,0,10
708,7.07,1,75,2855.98,17007,0,10
709,7.08,1,75,2855.98,17035.5,0,10
710,7.09,1,75,2855.98,17064.1,0,10
711,7.1,1,75,2855.98,17092.7,0,10
712,7.11,1,75,2855.98,17121.2,0,10
713,7.12,1,75,2855.98,17149.8,0,10
714,7.13,1,75,2855.98,17178.3,0,10
715,7.14,1,75,2855.98,17206.9,0,10
716,7.15,1,75,2855.98,17235.5,0,10
717,7.16,1,75,2855.98,17264,0,10
718,7.17,1,75,2855.98,17292.6,0,10
719,7.18,1,75,2855.98,17321.1,0,10
720,7.19,1,75,2855.98,17349.7,0,10
721,7.2,1,75,2855.98,17378.3,0,10
722,7.21,1,75,2855.98,17406.8,0,10
723,7.22,1,75,2855.98,17435.4,0,10
724,7.23,1,75,2855.98,17463.9,0,10
725,7.24,1,75,2855.98,17492.5,0,10
726,7.25,1,75,2855.98,17521,0,10
727,7.26,1,75,2855.98,17549.6,0,10
728,7.27,1,75,2855.98,17578.2,0,10
729,7.28,1,75,2855.98,17606.7,0,10
730,7.29,1,75,2855.98,17635.3,0,10
731,7.3,1,75,2855.98,17663.8,0,10
732,7.31,1,75,2855.98,17692.4,0,10
733,7.32,1,75,2855.98,17721,0,10
734,7.33,1,75,2855.98,17749.5,0,10
735,7.34,1,75,2855.98,17778.1,0,10
736,7.35,1,75,2855.98,17806.6,0,10
737,7.36,1,75,2855.98,17835.2,0,10
738,7.37,1,75,2855.98,17863.8,0,10
739,7.38,1,75,2855.98,17892.3,0,10
740,7.39,1,75,2855.98,17920.9,0,10
741,7.4,1,75,2855.98,17949.4,0,10
742,7.41,1,75,2855.98,17978,0,10
743,7.42,1,75,2855.98,18006.6,0,10
744,7.43,1,75,2855.98,18035.1,0,10
745,7.44,1,75,2855.98,18063.7,0,10
746,7.45,1,75,2855.98,18092.2,0,10
747,7.46,1,75,2855.98,18120.8,0,10
748,7.47,1,75,2855.98,18149.4,0,10
749,7.48,1,75,2855.98,18177.9,0,10
750,7.49,1,75,2855.98,18206.5,0,10
751,7.5,1,75,2855.98,18235,0,10
752,7.51,1,75,2855.98,18263.6,0,10
753,7.52,1,75,2855.98,18292.2,0,10
754,7.53,1,75,2855.98,18320.7,0,10
755,7.54,1,75,2855.98,18349.3,0,10
756,7.55,1,75,2855.98,18377.8,0,10
757,7.56,1,75,2855.98,18406.4,0,10
758,7.57,1,75,2855.98,18435,0,10
759,7.58,1,75,2855.98,18463.5,0,10
760,7.59,1,75,2855.98,18492.1,0,10
761,7.6,1,75,2855.98,18520.6,0,10
762,7.61,1,75,2855.98,18549.2,0,10
763,7.62,1,75,2855.98,18577.8,0,10
764,7.63,1,75,2855.98,18606.3,0,10
765,7.64,1,75,2855.98,18634.9,0,10
766,7.65,1,75,2855.98,18663.4,0,10
767,7.66,1,75,2855.98,18692,0,10
768,7.67,1,75,2855.98,18720.6,0,10
769,7.68,1,75,2855.98,18749.1,0,10
770,7.69,1,75,2855.98,18777.7,0,10
771,7.7,1,75,2855.98,18806.2,0,10
772,7.71,1,75,2855.98,18834.8,0,10
773,7.72,1,75,2855.98,18863.4,0,10
774,7.73,1,75,2855.98,18891.9,0,10
775,7.74,1,75,2855.98,18920.5,0,10
776,7.75,1,75,2855.98,18949,0,10
777,7.76,1,75,2855.98,18977.6,0,10
778,7.77,1,75,2855.98,19006.2,0,10
779,7.78,1,75,2855.98,19034.7,0,10
780,7.79,1,75,2855.98,19063.3,0,10
781,7.8,1,75,2855.98,19091.8,0,10
782,7.81,1,75,2855.98,19120.4,0,10
783,7.82,1,75,2855.98,19149,0,10
784,7.83,1,75,2855.98,19177.5,0,10
785,7.84,1,75,2855.98,19206.1,0,10
786,7.85,1,75,2855.98,19234.6,0,10
787,7.86,1,75,2855.98,19263.2,0,10
788,7.87,1,75,2855.98,19291.8,0,10
789,7.88,1,75,2855.98,19320.3,0,10
790,7.89,1,75,2855.98,19348.9,0,10
791,7.9,1,75,2855.98,19377.4,0,10
792,7.91,1,75,2855.98,19406,0,10
793,7.92,1,75,2855.98,19434.6,0,10
794,7.93,1,75,2855.98,19463.1,0,10
795,7.94,1,75,2855.98,19491.7,0,10
796,7.95,1,75,2855.98,19520.2,0,10
797,7.96,1,75,2855.98,19548.8,0,10
798,7.97,1,75,2855.98,19577.4,0,10
799,7.98,1,75,2855.98,19605.9,0,10
800,7.99,1,75,2855.98,19634.5,0,10
801,8,1,75,2855.98,19663,0,10
802,8.01,1,75,2855.98,19691.6,0,10
803,8.02,1,75,2855.98,19720.2,0,10
804,8.03,1,75,2855.98,19748.7,0,10
805,8.04,1,75,2855.98,19777.3,0,10
806,8.05,1,75,2855.98,19805.8,0,10
807,8.06,1,75,2855.98,19834.4,0,10
808,8.07,1,75,2855.98,19863,0,10
809,8.08,1,75,2855.98,19891.5,0,10
810,8.09,1,75,2855.98,19920.1,0,10
811,8.1,1,75,2855.98,19948.6,0,10
812,8.11,1,75,2855.98,19977.2,0,10
813,8.12,1,75,2855.98,20005.8,0,10
814,8.13,1,75,2855.98,20034.3,0,10
815,8.14,1,75,2855.98,20062.9,0,10
816,8.15,1,75,2855.98,20091.4,0,10
817,8.16,1,75,2855.98,20120,0,10
818,8.17,1,75,2855.98,20148.5,0,10
819,8.18,1,75,2855.98,20177.1,0,10
820,8.19,1,75,2855.98,20205.7,0,10
821,8.2,1,75,2855.98,20234.2,0,10
822,8.21,1,75,2855.98,20262.8,0,10
823,8.22,1,75,2855.98,20291.3,0,10
824,8.23,1,75,2855.98,20319.9,0,10
825,8.24,1,75,2855.98,20348.5,0,10
826,8.25,1,75,2855.98,20377,0,10
827,8.26,1,75,2855.98,20405.6,0,10
828,8.27,1,75,2855.98,20434.1,0,10
829,8.28,1,75,2855.98,20462.7,0,10
830,8.29,1,75,2855.98,20491.3,0,10
831,8.3,1,75,2855.98,20519.8,0,10
832,8.31,1,75,2855.98,20548.4,0,10
833,8.32,1,75,2855.98,20576.9,0,10
834,8.33,1,75,2855.98,20605.5,0,10
835,8.34,1,75,2855.98,20634.1,0,10
836,8.35,1,75,2855.98,20662.6,0,10
837,8.36,1,75,2855.98,20691.2,0,10
838,8.37,1,75,2855.98,20719.7,0,10
839,8.38,1,75,2855.98,20748.3,0,10
840,8.39,1,75,2855.98,20776.9,0,10
841,8.4,1,75,2855.98,20805.4,0,10
842,8.41,1,75,2855.98,20834,0,10
843,8.42,1,75,2855.98,20862.5,0,10
844,8.43,1,75,2855.98,20891.1,0,10
845,8.44,1,75,2855.98,20919.7,0,10
846,8.45,1,75,2855.98,20948.2,0,10
847,8.46,1,75,2855.98,20976.8,0,10
848,8.47,1,75,2855.98,21005.3,0,10
849,8.48,1,75,2855.98,21033.9,0,10
850,8.49,1,75,2855.98,21062.5,0,10
851,8.5,1,75,2855.98,21091,0,10
852,8.51,1,75,2855.98,21119.6,0,10
853,8.52,1,75,2855.98,21148.1,0,10
854,8.53,1,75,2855.98,21176.7,0,10
855,8.54,1,75,2855.98,21205.3,0,10
856,8.55,1,75,2855.98,21233.8,0,10
857,8.56,1,75,2855.98,21262.4,0,10
858,8.57,1,75,2855.98,21290.9,0,10
859,8.58,1,75,2855.98,21319.5,0,10
860,8.59,1,75,2855.98,21348.1,0,10
861,8.6,1,75,2855.98,21376.6,0,10
862,8.61,1,75,2855.98,21405.2,0,10
863,8.62,1,75,2855.98,21433.7,0,10
864,8.63,1,75,2855.98,21462.3,0,10
865,8.64,1,75,2855.98,21490.9,0,10
866,8.65,1,75,2855.98,21519.4,0,10
867,8.66,1,75,2855.98,21548,0,10
868,8.67,1,75,2855.98,21576.5,0,10
869,8.68,1,75,2855.98,21605.1,0,10
870,8.69,1,75,2855.98,21633.7,0,10
871,8.7,1,75,2855.98,21662.2,0,10
872,8.71,1,75,2855.98,21690.8,0,10
873,8.72,1,75,2855.98,21719.3,0,10
874,8.73,1,75,2855.98,21747.9,0,10
875,8.74,1,75,2855.98,21776.5,0,10
876,8.75,1,75,2855.98,21805,0,10
877,8.76,1,75,2855.98,21833.6,0,10
878,8.77,1,75,2855.98,21862.1,0,10
879,8.78,1,75,2855.98,21890.7,0,10
880,8.79,1,75,2855.98,21919.3,0,10
881,8.8,1,75,2855.98,21947.8,0,10
882,8.81,1,75,2855.98,21976.4,0,10
883,8.82,1,75,2855.98,22004.9,0,10
884,8.83,1,75,2855.98,22033.5,0,10
885,8.84,1,75,2855.98,22062.1,0,10
886,8.85,1,75,2855.98,22090.6,0,10
887,8.86,1,75,2855.98,22119.2,0,10
888,8.87,1,75,2855.98,22147.7,0,10
889,8.88,1,75,2855.98,22176.3,0,10
890,8.89,1,75,2855.98,22204.9,0,10
891,8.9,1,75,2855.98,22233.4,0,10
892,8.91,1,75,2855.98,22262,0,10
893,8.92,1,75,2855.98,22290.5,0,10
894,8.93,1,75,2855.98,22319.1,0,10
895,8.94,1,75,2855.98,22347.7,0,10
896,8.95,1,75,2855.98,22376.2,0,10
897,8.96,1,75,2855.98,22404.8,0,10
898,8.97,1,75,2855.98,22433.3,0,10
899,8.98,1,75,2855.98,22461.9,0,10
900,8.99,1,75,2855.98,22490.5,0,10
901,9,1,75,2855.98,22519,0,10
902,9.01,1,75,2855.98,22547.6,0,10
903,9.02,1,75,2855.98,22576.1,0,10
904,9.03,1,75,2855.98,22604.7,0,10
905,9.04,1,75,2855.98,22633.3,0,10
906,9.05,1,75,2855.98,22661.8,0,10
907,9.06,1,75,2855.98,22690.4,0,10
908,9.07,1,75,2855.98,22718.9,0,10
909,9.08,1,75,2855.98,22747.5,0,10
910,9.09,1,75,2855.98,22776,0,10
911,9.1,1,75,2855.98,22804.6,0,10
912,9.11,1,75,2855.98,22833.2,0,10
913,9.12,1,75,2855.98,22861.7,0,10
914,9.13,1,75,2855.98,22890.3,0,10
915,9.14,1,75,2855.98,22918.8,0,10
916,9.15,1,75,2855.98,22947.4,0,10
917,9.16,1,75,2855.98,22976,0,10
918,9.17,1,75,2855.98,23004.5,0,10
919,9.18,1,75,2855.98,23033.1,0,10
920,9.19,1,75,2855.98,23061.6,0,10
921,9.2,1,75,2855.98,23090.2,0,10
922,9.21,1,75,2855.98,23118.8,0,10
923,9.22,1,75,2855.98,23147.3,0,10
924,9.23,1,75,2855.98,23175.9,0,10
925,9.24,1,75,2855.98,23204.4,0,10
926,9.25,1,75,2855.98,23233,0,10
927,9.26,1,75,2855.98,23261.6,0,10
928,9.27,1,75,2855.98,23290.1,0,10
929,9.28,1,75,2855.98,23318.7,0,10
930,9.29,1,75,2855.98,23347.2,0,10
931,9.3,1,75,2855.98,23375.8,0,10
932,9.31,1,75,2855.98,23404.4,0,10
933,9.32,1,75,2855.98,23432.9,0,10
934,9.33,1,75,2855.98,23461.5,0,10
935,9.34,1,75,2855.98,23490,0,10
936,9.35,1,75,2855.98,23518.6,0,10
937,9.36,1,75,2855.98,23547.2,0,10
938,9.37,1,75,2855.98,23575.7,0,10
939,9.38,1,75,2855.98,23604.3,0,10
940,9.39,1,75,2855.98,23632.8,0,10
941,9.4,1,75,2855.98,23661.4,0,10
942,9.41,1,75,2855.98,23690,0,10
943,9.42,1,75,2855.98,23718.5,0,10
944,9.43,1,75,2855.98,23747.1,0,10
945,9.44,1,75,2855.98,23775.6,0,10
946,9.45,1,75,2855.98,23804.2,0,10
947,9.46,1,75,2855.98,23832.8,0,10
948,9.47,1,75,2855.98,23861.3,0,10
949,9.48,1,75,2855.98,23889.9,0,10
950,9.49,1,75,2855.98,23918.4,0,10
951,9.5,1,75,2855.98,23947,0,10
952,9.51,1,75,2855.98,23975.6,0,10
953,9.52,1,75,2855.98,24004.1,0,10
954,9.53,1,75,2855.98,24032.7,0,10
955,9.54,1,75,2855.98,24061.2,0,10
956,9.55,1,75,2855.98,24089.8,0,10
957,9.56,1,75,2855.98,24118.4,0,10
958,9.57,1,75,2855.98,24146.9,0,10
959,9.58,1,75,2855.98,24175.5,0,10
960,9.59,1,75,2855.98,24204,0,10
961,9.6,1,75,2855.98,24232.6,0,10
962,9.61,1,75,2855.98,24261.2,0,10
963,9.62,1,75,2855.98,24289.7,0,10
964,9.63,1,75,2855.98,24318.3,0,10
965,9.64,1,75,2855.98,24346.8,0,10
966,9.65,1,75,2855.98,24375.4,0,10
967,9.66,1,75,2855.98,24404,0,10
968,9.67,1,75,2855.98,24432.5,0,10
969,9.68,1,75,2855.98,24461.1,0,10
970,9.69,1,75,2855.98,24489.6,0,10
971,9.7,1,75,2855.98,24518.2,0,10
972,9.71,1,75,2855.98,24546.8,0,10
973,9.72,1,75,2855.98,24575.3,0,10
974,9.73,1,75,2855.98,24603.9,0,10
975,9.74,1,75,2855.98,24632.4,0,10
976,9.75,1,75,2855.98,24661,0,10
977,9.76,1,75,2855.98,24689.6,0,10
978,9.77,1,75,2855.98,24718.1,0,10
979,9.78,1,75,2855.98,24746.7,0,10
980,9.79,1,75,2855.98,24775.2,0,10
981,9.8,1,75,2855.98,24803.8,0,10
982,9.81,1,75,2855.98,24832.4,0,10
983,9.82,1,75,2855.98,24860.9,0,10
984,9.83,1,75,2855.98,24889.5,0,10
985,9.84,1,75,2855.98,24918,0,10
986,9.85,1,75,2855.98,24946.6,0,10
987,9.86,1,75,2855.98,24975.2,0,10
988,9.87,1,75,2855.98,25003.7,0,10
989,9.88,1,75,2855.98,25032.3,0,10
990,9.89,1,75,2855.98,25060.8,0,10
991,9.9,1,75,2855.98,25089.4,0,10
992,9.91,1,75,2855.98,25118,0,10
993,9.92,1,75,2855.98,25146.5,0,10
994,9.93,1,75,2855.98,25175.1,0,10
995,9.94,1,75,2855.98,25203.6,0,10
996,9.95,1,75,2855.98,25232.2,0,10
997,9.96,1,75,2855.98,25260.7,0,10
998,9.97,1,75,2855.98,25289.3,0,10
999,9.98,1,75,2855.98,25317.9,0,10
1000,9.99,1,75,2855.98,25346.4,0,10
1001,10,1,75,2855.98,25375,0,10
1002,10.01,1,75,2855.98,25403.5,0,10
1003,10.02,1,75,2855.98,25432.1,0,10
1004,10.03,1,75,2855.98,25460.7,0,10
1005,10.04,1,75,2855.98,25489.2,0,10
1006,10.05,1,75,2855.98,25517.8,0,10
1007,10.06,1,75,2855.98,25546.3,0,10
1008,10.07,1,75,2855.98,25574.9,0,10
1009,10.08,1,75,2855.98,25603.5,0,10
1010,10.09,1,75,2855.98,25632,0,10
1011,10.1,1,75,2855.98,25660.6,0,10
1012,10.11,1,75,2855.98,25689.1,0,10
1013,10.12,1,75,2855.98,25717.7,0,10
1014,10.13,1,75,2855.98,25746.3,0,10
1015,10.14,1,75,2855.98,25774.8,0,10
1016,10.15,1,75,2855.98,25803.4,0,10
1017,10.16,1,75,2855.98,25831.9,0,10
1018,10.17,1,75,2855.98,25860.5,0,10
1019,10.18,1,75,2855.98,25889.1,0,10
1020,10.19,1,75,2855.98,25917.6,0,10
1021,10.2,1,75,2855.98,25946.2,0,10
1022,10.21,1,75,2855.98,25974.7,0,10
1023,10.22,1,75,2855.98,26003.3,0,10
1024,10.23,1,75,2855.98,26031.9,0,10
1025,10.24,1,75,2855.98,26060.4,0,10
1026,10.25,1,75,2855.98,26089,0,10
1027,10.26,1,75,2855.98,26117.5,0,10
1028,10.27,1,75,2855.98,26146.1,0,10
1029,10.28,1,75,2855.98,26174.7,0,10
1030,10.29,1,75,2855.98,26203.2,0,10
1031,10.3,1,75,2855.98,26231.8,0,10
1032,10.31,1,75,2855.98,26260.3,0,10
1033,10.32,1,75,2855.98,26288.9,0,10
1034,10.33,1,75,2855.98,26317.5,0,10
1035,10.34,1,75,2855.98,26346,0,10
1036,10.35,1,75,2855.98,26374.6,0,10
1037,10.36,1,75,2855.98,26403.1,0,10
1038,10.37,1,75,2855.98,26431.7,0,10
1039,10.38,1,75,2855.98,26460.3,0,10
1040,10.39,1,75,2855.98,26488.8,0,10
1041,10.4,1,75,2855.98,26517.4,0,10
1042,10.41,1,75,2855.98,26545.9,0,10
1043,10.42,1,75,2855.98,26574.5,0,10
1044,10.43,1,75,2855.98,26603.1,0,10
1045,10.44,1,75,2855.98,26631.6,0,10
1046,10.45,1,75,2855.98,26660.2,0,10
1047,10.46,1,75,2855.98,26688.7,0,10
1048,10.47,1,75,2855.98,26717.3,0,10
1049,10.48,1,75,2855.98,26745.9,0,10
1050,10.49,1,75,2855.98,26774.4,0,10
1051,10.5,1,75,2855.98,26803,0,10
1052,10.51,1,75,2855.98,26831.5,0,10
1053,10.52,1,75,2855.98,26860.1,0,10
1054,10.53,1,75,2855.98,26888.7,0,10
1055,10.54,1,75,2855.98,26917.2,0,10
1056,10.55,1,75,2855.98,26945.8,0,10
1057,10.56,1,75,2855.98,26974.3,0,10
1058,10.57,1,75,2855.98,27002.9,0,10
1059,10.58,1,75,2855.98,27031.5,0,10
1060,10.59,1,75,2855.98,27060,0,10
1061,10.6,1,75,2855.98,27088.6,0,10
