"Motion Profile Trajectory generated by MCSF"
maxV(rps),2244.02
maxA(rps/s),1496.01
dist(r),33660.3
ItP(ms),10
T1(ms),1500
T2(ms),750
T4(ms),15000
FL1,150
FL2,75
N,1500
Step,Time(s),Filter1 sum,Filter2 sum,Vel(RPS),Pos(R),Accel(RPS/S),Dur(ms)
1063,10.62,1,75,2244.02,21329.1,0,10
1064,10.63,1,75,2244.02,21351.6,0,10
1065,10.64,1,75,2244.02,21374,0,10
1066,10.65,1,75,2244.02,21396.5,0,10
1067,10.66,1,75,2244.02,21418.9,0,10
1068,10.67,1,75,2244.02,21441.3,0,10
1069,10.68,1,75,2244.02,21463.8,0,10
1070,10.69,1,75,2244.02,21486.2,0,10
1071,10.7,1,75,2244.02,21508.7,0,10
1072,10.71,1,75,2244.02,21531.1,0,10
1073,10.72,1,75,2244.02,21553.5,0,10
1074,10.73,1,75,2244.02,21576,0,10
1075,10.74,1,75,2244.02,21598.4,0,10
1076,10.75,1,75,2244.02,21620.9,0,10
1077,10.76,1,75,2244.02,21643.3,0,10
1078,10.77,1,75,2244.02,21665.7,0,10
1079,10.78,1,75,2244.02,21688.2,0,10
1080,10.79,1,75,2244.02,21710.6,0,10
1081,10.8,1,75,2244.02,21733.1,0,10
1082,10.81,1,75,2244.02,21755.5,0,10
1083,10.82,1,75,2244.02,21777.9,0,10
1084,10.83,1,75,2244.02,21800.4,0,10
1085,10.84,1,75,2244.02,21822.8,0,10
1086,10.85,1,75,2244.02,21845.3,0,10
1087,10.86,1,75,2244.02,21867.7,0,10
1088,10.87,1,75,2244.02,21890.1,0,10
1089,10.88,1,75,2244.02,21912.6,0,10
1090,10.89,1,75,2244.02,21935,0,10
1091,10.9,1,75,2244.02,21957.5,0,10
1092,10.91,1,75,2244.02,21979.9,0,10
1093,10.92,1,75,2244.02,22002.3,0,10
1094,10.93,1,75,2244.02,22024.8,0,10
1095,10.94,1,75,2244.02,22047.2,0,10
1096,10.95,1,75,2244.02,22069.7,0,10
1097,10.96,1,75,2244.02,22092.1,0,10
1098,10.97,1,75,2244.02,22114.5,0,10
1099,10.98,1,75,2244.02,22137,0,10
1100,10.99,1,75,2244.02,22159.4,0,10
1101,11,1,75,2244.02,22181.9,0,10
1102,11.01,1,75,2244.02,22204.3,0,10
1103,11.02,1,75,2244.02,22226.7,0,10
1104,11.03,1,75,2244.02,22249.2,0,10
1105,11.04,1,75,2244.02,22271.6,0,10
1106,11.05,1,75,2244.02,22294.1,0,10
1107,11.06,1,75,2244.02,22316.5,0,10
1108,11.07,1,75,2244.02,22338.9,0,10
1109,11.08,1,75,2244.02,22361.4,0,10
1110,11.09,1,75,2244.02,22383.8,0,10
1111,11.1,1,75,2244.02,22406.3,0,10
1112,11.11,1,75,2244.02,22428.7,0,10
1113,11.12,1,75,2244.02,22451.1,0,10
1114,11.13,1,75,2244.02,22473.6,0,10
1115,11.14,1,75,2244.02,22496,0,10
1116,11.15,1,75,2244.02,22518.5,0,10
1117,11.16,1,75,2244.02,22540.9,0,10
1118,11.17,1,75,2244.02,22563.3,0,10
1119,11.18,1,75,2244.02,22585.8,0,10
1120,11.19,1,75,2244.02,22608.2,0,10
1121,11.2,1,75,2244.02,22630.7,0,10
1122,11.21,1,75,2244.02,22653.1,0,10
1123,11.22,1,75,2244.02,22675.5,0,10
1124,11.23,1,75,2244.02,22698,0,10
1125,11.24,1,75,2244.02,22720.4,0,10
1126,11.25,1,75,2244.02,22742.9,0,10
1127,11.26,1,75,2244.02,22765.3,0,10
1128,11.27,1,75,2244.02,22787.7,0,10
1129,11.28,1,75,2244.02,22810.2,0,10
1130,11.29,1,75,2244.02,22832.6,0,10
1131,11.3,1,75,2244.02,22855.1,0,10
1132,11.31,1,75,2244.02,22877.5,0,10
1133,11.32,1,75,2244.02,22899.9,0,10
1134,11.33,1,75,2244.02,22922.4,0,10
1135,11.34,1,75,2244.02,22944.8,0,10
1136,11.35,1,75,2244.02,22967.3,0,10
1137,11.36,1,75,2244.02,22989.7,0,10
1138,11.37,1,75,2244.02,23012.1,0,10
1139,11.38,1,75,2244.02,23034.6,0,10
1140,11.39,1,75,2244.02,23057,0,10
1141,11.4,1,75,2244.02,23079.5,0,10
1142,11.41,1,75,2244.02,23101.9,0,10
1143,11.42,1,75,2244.02,23124.4,0,10
1144,11.43,1,75,2244.02,23146.8,0,10
1145,11.44,1,75,2244.02,23169.2,0,10
1146,11.45,1,75,2244.02,23191.7,0,10
1147,11.46,1,75,2244.02,23214.1,0,10
1148,11.47,1,75,2244.02,23236.6,0,10
1149,11.48,1,75,2244.02,23259,0,10
1150,11.49,1,75,2244.02,23281.4,0,10
1151,11.5,1,75,2244.02,23303.9,0,10
1152,11.51,1,75,2244.02,23326.3,0,10
1153,11.52,1,75,2244.02,23348.8,0,10
1154,11.53,1,75,2244.02,23371.2,0,10
1155,11.54,1,75,2244.02,23393.6,0,10
1156,11.55,1,75,2244.02,23416.1,0,10
1157,11.56,1,75,2244.02,23438.5,0,10
1158,11.57,1,75,2244.02,23461,0,10
1159,11.58,1,75,2244.02,23483.4,0,10
1160,11.59,1,75,2244.02,23505.8,0,10
1161,11.6,1,75,2244.02,23528.3,0,10
1162,11.61,1,75,2244.02,23550.7,0,10
1163,11.62,1,75,2244.02,23573.2,0,10
1164,11.63,1,75,2244.02,23595.6,0,10
1165,11.64,1,75,2244.02,23618,0,10
1166,11.65,1,75,2244.02,23640.5,0,10
1167,11.66,1,75,2244.02,23662.9,0,10
1168,11.67,1,75,2244.02,23685.4,0,10
1169,11.68,1,75,2244.02,23707.8,0,10
1170,11.69,1,75,2244.02,23730.2,0,10
1171,11.7,1,75,2244.02,23752.7,0,10
1172,11.71,1,75,2244.02,23775.1,0,10
1173,11.72,1,75,2244.02,23797.6,0,10
1174,11.73,1,75,2244.02,23820,0,10
1175,11.74,1,75,2244.02,23842.4,0,10
1176,11.75,1,75,2244.02,23864.9,0,10
1177,11.76,1,75,2244.02,23887.3,0,10
1178,11.77,1,75,2244.02,23909.8,0,10
1179,11.78,1,75,2244.02,23932.2,0,10
1180,11.79,1,75,2244.02,23954.6,0,10
1181,11.8,1,75,2244.02,23977.1,0,10
1182,11.81,1,75,2244.02,23999.5,0,10
1183,11.82,1,75,2244.02,24022,0,10
1184,11.83,1,75,2244.02,24044.4,0,10
1185,11.84,1,75,2244.02,24066.8,0,10
1186,11.85,1,75,2244.02,24089.3,0,10
1187,11.86,1,75,2244.02,24111.7,0,10
1188,11.87,1,75,2244.02,24134.2,0,10
1189,11.88,1,75,2244.02,24156.6,0,10
1190,11.89,1,75,2244.02,24179,0,10
1191,11.9,1,75,2244.02,24201.5,0,10
1192,11.91,1,75,2244.02,24223.9,0,10
1193,11.92,1,75,2244.02,24246.4,0,10
1194,11.93,1,75,2244.02,24268.8,0,10
1195,11.94,1,75,2244.02,24291.2,0,10
1196,11.95,1,75,2244.02,24313.7,0,10
1197,11.96,1,75,2244.02,24336.1,0,10
1198,11.97,1,75,2244.02,24358.6,0,10
1199,11.98,1,75,2244.02,24381,0,10
1200,11.99,1,75,2244.02,24403.4,0,10
1201,12,1,75,2244.02,24425.9,0,10
1202,12.01,1,75,2244.02,24448.3,0,10
1203,12.02,1,75,2244.02,24470.8,0,10
1204,12.03,1,75,2244.02,24493.2,0,10
1205,12.04,1,75,2244.02,24515.6,0,10
1206,12.05,1,75,2244.02,24538.1,0,10
1207,12.06,1,75,2244.02,24560.5,0,10
1208,12.07,1,75,2244.02,24583,0,10
1209,12.08,1,75,2244.02,24605.4,0,10
1210,12.09,1,75,2244.02,24627.8,0,10
1211,12.1,1,75,2244.02,24650.3,0,10
1212,12.11,1,75,2244.02,24672.7,0,10
1213,12.12,1,75,2244.02,24695.2,0,10
1214,12.13,1,75,2244.02,24717.6,0,10
1215,12.14,1,75,2244.02,24740,0,10
1216,12.15,1,75,2244.02,24762.5,0,10
1217,12.16,1,75,2244.02,24784.9,0,10
1218,12.17,1,75,2244.02,24807.4,0,10
1219,12.18,1,75,2244.02,24829.8,0,10
1220,12.19,1,75,2244.02,24852.2,0,10
1221,12.2,1,75,2244.02,24874.7,0,10
1222,12.21,1,75,2244.02,24897.1,0,10
1223,12.22,1,75,2244.02,24919.6,0,10
1224,12.23,1,75,2244.02,24942,0,10
1225,12.24,1,75,2244.02,24964.4,0,10
1226,12.25,1,75,2244.02,24986.9,0,10
1227,12.26,1,75,2244.02,25009.3,0,10
1228,12.27,1,75,2244.02,25031.8,0,10
1229,12.28,1,75,2244.02,25054.2,0,10
1230,12.29,1,75,2244.02,25076.7,0,10
1231,12.3,1,75,2244.02,25099.1,0,10
1232,12.31,1,75,2244.02,25121.5,0,10
1233,12.32,1,75,2244.02,25144,0,10
1234,12.33,1,75,2244.02,25166.4,0,10
1235,12.34,1,75,2244.02,25188.9,0,10
1236,12.35,1,75,2244.02,25211.3,0,10
1237,12.36,1,75,2244.02,25233.7,0,10
1238,12.37,1,75,2244.02,25256.2,0,10
1239,12.38,1,75,2244.02,25278.6,0,10
1240,12.39,1,75,2244.02,25301.1,0,10
1241,12.4,1,75,2244.02,25323.5,0,10
1242,12.41,1,75,2244.02,25345.9,0,10
1243,12.42,1,75,2244.02,25368.4,0,10
1244,12.43,1,75,2244.02,25390.8,0,10
1245,12.44,1,75,2244.02,25413.3,0,10
1246,12.45,1,75,2244.02,25435.7,0,10
1247,12.46,1,75,2244.02,25458.1,0,10
1248,12.47,1,75,2244.02,25480.6,0,10
1249,12.48,1,75,2244.02,25503,0,10
1250,12.49,1,75,2244.02,25525.5,0,10
1251,12.5,1,75,2244.02,25547.9,0,10
1252,12.51,1,75,2244.02,25570.3,0,10
1253,12.52,1,75,2244.02,25592.8,0,10
1254,12.53,1,75,2244.02,25615.2,0,10
1255,12.54,1,75,2244.02,25637.7,0,10
1256,12.55,1,75,2244.02,25660.1,0,10
1257,12.56,1,75,2244.02,25682.5,0,10
1258,12.57,1,75,2244.02,25705,0,10
1259,12.58,1,75,2244.02,25727.4,0,10
1260,12.59,1,75,2244.02,25749.9,0,10
1261,12.6,1,75,2244.02,25772.3,0,10
1262,12.61,1,75,2244.02,25794.7,0,10
1263,12.62,1,75,2244.02,25817.2,0,10
1264,12.63,1,75,2244.02,25839.6,0,10
1265,12.64,1,75,2244.02,25862.1,0,10
1266,12.65,1,75,2244.02,25884.5,0,10
1267,12.66,1,75,2244.02,25906.9,0,10
1268,12.67,1,75,2244.02,25929.4,0,10
1269,12.68,1,75,2244.02,25951.8,0,10
1270,12.69,1,75,2244.02,25974.3,0,10
1271,12.7,1,75,2244.02,25996.7,0,10
1272,12.71,1,75,2244.02,26019.1,0,10
1273,12.72,1,75,2244.02,26041.6,0,10
1274,12.73,1,75,2244.02,26064,0,10
1275,12.74,1,75,2244.02,26086.5,0,10
1276,12.75,1,75,2244.02,26108.9,0,10
1277,12.76,1,75,2244.02,26131.3,0,10
1278,12.77,1,75,2244.02,26153.8,0,10
1279,12.78,1,75,2244.02,26176.2,0,10
1280,12.79,1,75,2244.02,26198.7,0,10
1281,12.8,1,75,2244.02,26221.1,0,10
1282,12.81,1,75,2244.02,26243.5,0,10
1283,12.82,1,75,2244.02,26266,0,10
1284,12.83,1,75,2244.02,26288.4,0,10
1285,12.84,1,75,2244.02,26310.9,0,10
1286,12.85,1,75,2244.02,26333.3,0,10
1287,12.86,1,75,2244.02,26355.7,0,10
1288,12.87,1,75,2244.02,26378.2,0,10
1289,12.88,1,75,2244.02,26400.6,0,10
1290,12.89,1,75,2244.02,26423.1,0,10
1291,12.9,1,75,2244.02,26445.5,0,10
1292,12.91,1,75,2244.02,26467.9,0,10
1293,12.92,1,75,2244.02,26490.4,0,10
1294,12.93,1,75,2244.02,26512.8,0,10
1295,12.94,1,75,2244.02,26535.3,0,10
1296,12.95,1,75,2244.02,26557.7,0,10
1297,12.96,1,75,2244.02,26580.1,0,10
1298,12.97,1,75,2244.02,26602.6,0,10
1299,12.98,1,75,2244.02,26625,0,10
1300,12.99,1,75,2244.02,26647.5,0,10
1301,13,1,75,2244.02,26669.9,0,10
1302,13.01,1,75,2244.02,26692.3,0,10
1303,13.02,1,75,2244.02,26714.8,0,10
1304,13.03,1,75,2244.02,26737.2,0,10
1305,13.04,1,75,2244.02,26759.7,0,10
1306,13.05,1,75,2244.02,26782.1,0,10
1307,13.06,1,75,2244.02,26804.5,0,10
1308,13.07,1,75,2244.02,26827,0,10
1309,13.08,1,75,2244.02,26849.4,0,10
1310,13.09,1,75,2244.02,26871.9,0,10
1311,13.1,1,75,2244.02,26894.3,0,10
1312,13.11,1,75,2244.02,26916.7,0,10
1313,13.12,1,75,2244.02,26939.2,0,10
1314,13.13,1,75,2244.02,26961.6,0,10
1315,13.14,1,75,2244.02,26984.1,0,10
1316,13.15,1,75,2244.02,27006.5,0,10
1317,13.16,1,75,2244.02,27028.9,0,10
1318,13.17,1,75,2244.02,27051.4,0,10
1319,13.18,1,75,2244.02,27073.8,0,10
1320,13.19,1,75,2244.02,27096.3,0,10
1321,13.2,1,75,2244.02,27118.7,0,10
1322,13.21,1,75,2244.02,27141.2,0,10
1323,13.22,1,75,2244.02,27163.6,0,10
1324,13.23,1,75,2244.02,27186,0,10
1325,13.24,1,75,2244.02,27208.5,0,10
1326,13.25,1,75,2244.02,27230.9,0,10
1327,13.26,1,75,2244.02,27253.4,0,10
1328,13.27,1,75,2244.02,27275.8,0,10
1329,13.28,1,75,2244.02,27298.2,0,10
1330,13.29,1,75,2244.02,27320.7,0,10
1331,13.3,1,75,2244.02,27343.1,0,10
1332,13.31,1,75,2244.02,27365.6,0,10
1333,13.32,1,75,2244.02,27388,0,10
1334,13.33,1,75,2244.02,27410.4,0,10
1335,13.34,1,75,2244.02,27432.9,0,10
1336,13.35,1,75,2244.02,27455.3,0,10
1337,13.36,1,75,2244.02,27477.8,0,10
1338,13.37,1,75,2244.02,27500.2,0,10
1339,13.38,1,75,2244.02,27522.6,0,10
1340,13.39,1,75,2244.02,27545.1,0,10
1341,13.4,1,75,2244.02,27567.5,0,10
1342,13.41,1,75,2244.02,27590,0,10
1343,13.42,1,75,2244.02,27612.4,0,10
1344,13.43,1,75,2244.02,27634.8,0,10
1345,13.44,1,75,2244.02,27657.3,0,10
1346,13.45,1,75,2244.02,27679.7,0,10
1347,13.46,1,75,2244.02,27702.2,0,10
1348,13.47,1,75,2244.02,27724.6,0,10
1349,13.48,1,75,2244.02,27747,0,10
1350,13.49,1,75,2244.02,27769.5,0,10
1351,13.5,1,75,2244.02,27791.9,0,10
1352,13.51,1,75,2244.02,27814.4,0,10
1353,13.52,1,75,2244.02,27836.8,0,10
1354,13.53,1,75,2244.02,27859.2,0,10
1355,13.54,1,75,2244.02,27881.7,0,10
1356,13.55,1,75,2244.02,27904.1,0,10
1357,13.56,1,75,2244.02,27926.6,0,10
1358,13.57,1,75,2244.02,27949,0,10
1359,13.58,1,75,2244.02,27971.4,0,10
1360,13.59,1,75,2244.02,27993.9,0,10
1361,13.6,1,75,2244.02,28016.3,0,10
1362,13.61,1,75,2244.02,28038.8,0,10
1363,13.62,1,75,2244.02,28061.2,0,10
1364,13.63,1,75,2244.02,28083.6,0,10
1365,13.64,1,75,2244.02,28106.1,0,10
1366,13.65,1,75,2244.02,28128.5,0,10
1367,13.66,1,75,2244.02,28151,0,10
1368,13.67,1,75,2244.02,28173.4,0,10
1369,13.68,1,75,2244.02,28195.8,0,10
1370,13.69,1,75,2244.02,28218.3,0,10
1371,13.7,1,75,2244.02,28240.7,0,10
1372,13.71,1,75,2244.02,28263.2,0,10
1373,13.72,1,75,2244.02,28285.6,0,10
1374,13.73,1,75,2244.02,28308,0,10
1375,13.74,1,75,2244.02,28330.5,0,10
1376,13.75,1,75,2244.02,28352.9,0,10
1377,13.76,1,75,2244.02,28375.4,0,10
1378,13.77,1,75,2244.02,28397.8,0,10
1379,13.78,1,75,2244.02,28420.2,0,10
1380,13.79,1,75,2244.02,28442.7,0,10
1381,13.8,1,75,2244.02,28465.1,0,10
1382,13.81,1,75,2244.02,28487.6,0,10
1383,13.82,1,75,2244.02,28510,0,10
1384,13.83,1,75,2244.02,28532.4,0,10
1385,13.84,1,75,2244.02,28554.9,0,10
1386,13.85,1,75,2244.02,28577.3,0,10
1387,13.86,1,75,2244.02,28599.8,0,10
1388,13.87,1,75,2244.02,28622.2,0,10
1389,13.88,1,75,2244.02,28644.6,0,10
1390,13.89,1,75,2244.02,28667.1,0,10
1391,13.9,1,75,2244.02,28689.5,0,10
1392,13.91,1,75,2244.02,28712,0,10
1393,13.92,1,75,2244.02,28734.4,0,10
1394,13.93,1,75,2244.02,28756.8,0,10
1395,13.94,1,75,2244.02,28779.3,0,10
1396,13.95,1,75,2244.02,28801.7,0,10
1397,13.96,1,75,2244.02,28824.2,0,10
1398,13.97,1,75,2244.02,28846.6,0,10
1399,13.98,1,75,2244.02,28869,0,10
1400,13.99,1,75,2244.02,28891.5,0,10
1401,14,1,75,2244.02,28913.9,0,10
1402,14.01,1,75,2244.02,28936.4,0,10
1403,14.02,1,75,2244.02,28958.8,0,10
1404,14.03,1,75,2244.02,28981.2,0,10
1405,14.04,1,75,2244.02,29003.7,0,10
1406,14.05,1,75,2244.02,29026.1,0,10
1407,14.06,1,75,2244.02,29048.6,0,10
1408,14.07,1,75,2244.02,29071,0,10
1409,14.08,1,75,2244.02,29093.4,0,10
1410,14.09,1,75,2244.02,29115.9,0,10
1411,14.1,1,75,2244.02,29138.3,0,10
1412,14.11,1,75,2244.02,29160.8,0,10
1413,14.12,1,75,2244.02,29183.2,0,10
1414,14.13,1,75,2244.02,29205.7,0,10
1415,14.14,1,75,2244.02,29228.1,0,10
1416,14.15,1,75,2244.02,29250.5,0,10
1417,14.16,1,75,2244.02,29273,0,10
1418,14.17,1,75,2244.02,29295.4,0,10
1419,14.18,1,75,2244.02,29317.9,0,10
1420,14.19,1,75,2244.02,29340.3,0,10
1421,14.2,1,75,2244.02,29362.7,0,10
1422,14.21,1,75,2244.02,29385.2,0,10
1423,14.22,1,75,2244.02,29407.6,0,10
1424,14.23,1,75,2244.02,29430.1,0,10
1425,14.24,1,75,2244.02,29452.5,0,10
1426,14.25,1,75,2244.02,29474.9,0,10
1427,14.26,1,75,2244.02,29497.4,0,10
1428,14.27,1,75,2244.02,29519.8,0,10
1429,14.28,1,75,2244.02,29542.3,0,10
1430,14.29,1,75,2244.02,29564.7,0,10
1431,14.3,1,75,2244.02,29587.1,0,10
1432,14.31,1,75,2244.02,29609.6,0,10
1433,14.32,1,75,2244.02,29632,0,10
1434,14.33,1,75,2244.02,29654.5,0,10
1435,14.34,1,75,2244.02,29676.9,0,10
1436,14.35,1,75,2244.02,29699.3,0,10
1437,14.36,1,75,2244.02,29721.8,0,10
1438,14.37,1,75,2244.02,29744.2,0,10
1439,14.38,1,75,2244.02,29766.7,0,10
1440,14.39,1,75,2244.02,29789.1,0,10
1441,14.4,1,75,2244.02,29811.5,0,10
1442,14.41,1,75,2244.02,29834,0,10
1443,14.42,1,75,2244.02,29856.4,0,10
1444,14.43,1,75,2244.02,29878.9,0,10
1445,14.44,1,75,2244.02,29901.3,0,10
1446,14.45,1,75,2244.02,29923.7,0,10
1447,14.46,1,75,2244.02,29946.2,0,10
1448,14.47,1,75,2244.02,29968.6,0,10
1449,14.48,1,75,2244.02,29991.1,0,10
1450,14.49,1,75,2244.02,30013.5,0,10
1451,14.5,1,75,2244.02,30035.9,0,10
1452,14.51,1,75,2244.02,30058.4,0,10
1453,14.52,1,75,2244.02,30080.8,0,10
1454,14.53,1,75,2244.02,30103.3,0,10
1455,14.54,1,75,2244.02,30125.7,0,10
1456,14.55,1,75,2244.02,30148.1,0,10
1457,14.56,1,75,2244.02,30170.6,0,10
1458,14.57,1,75,2244.02,30193,0,10
1459,14.58,1,75,2244.02,30215.5,0,10
1460,14.59,1,75,2244.02,30237.9,0,10
1461,14.6,1,75,2244.02,30260.3,0,10
1462,14.61,1,75,2244.02,30282.8,0,10
1463,14.62,1,75,2244.02,30305.2,0,10
1464,14.63,1,75,2244.02,30327.7,0,10
1465,14.64,1,75,2244.02,30350.1,0,10
1466,14.65,1,75,2244.02,30372.5,0,10
1467,14.66,1,75,2244.02,30395,0,10
1468,14.67,1,75,2244.02,30417.4,0,10
1469,14.68,1,75,2244.02,30439.9,0,10
1470,14.69,1,75,2244.02,30462.3,0,10
1471,14.7,1,75,2244.02,30484.7,0,10
1472,14.71,1,75,2244.02,30507.2,0,10
1473,14.72,1,75,2244.02,30529.6,0,10
1474,14.73,1,75,2244.02,30552.1,0,10
1475,14.74,1,75,2244.02,30574.5,0,10
1476,14.75,1,75,2244.02,30596.9,0,10
1477,14.76,1,75,2244.02,30619.4,0,10
1478,14.77,1,75,2244.02,30641.8,0,10
1479,14.78,1,75,2244.02,30664.3,0,10
1480,14.79,1,75,2244.02,30686.7,0,10
1481,14.8,1,75,2244.02,30709.1,0,10
1482,14.81,1,75,2244.02,30731.6,0,10
1483,14.82,1,75,2244.02,30754,0,10
1484,14.83,1,75,2244.02,30776.5,0,10
1485,14.84,1,75,2244.02,30798.9,0,10
1486,14.85,1,75,2244.02,30821.3,0,10
1487,14.86,1,75,2244.02,30843.8,0,10
1488,14.87,1,75,2244.02,30866.2,0,10
1489,14.88,1,75,2244.02,30888.7,0,10
1490,14.89,1,75,2244.02,30911.1,0,10
1491,14.9,1,75,2244.02,30933.5,0,10
1492,14.91,1,75,2244.02,30956,0,10
1493,14.92,1,75,2244.02,30978.4,0,10
1494,14.93,1,75,2244.02,31000.9,0,10
1495,14.94,1,75,2244.02,31023.3,0,10
1496,14.95,1,75,2244.02,31045.7,0,10
1497,14.96,1,75,2244.02,31068.2,0,10
1498,14.97,1,75,2244.02,31090.6,0,10
1499,14.98,1,75,2244.02,31113.1,0,10
1500,14.99,1,75,2244.02,31135.5,0,10
1501,15,1,75,2244.02,31157.9,0,10
1502,15.01,0.993333,74.9933,2243.63,31180.4,-39.3688,10
1503,15.02,0.986667,74.98,2243.04,31202.8,-59.0532,10
1504,15.03,0.98,74.96,2242.25,31225.2,-78.7376,10
1505,15.04,0.973333,74.9333,2241.27,31247.7,-98.422,10
1506,15.05,0.966667,74.9,2240.09,31270.1,-118.106,10
1507,15.06,0.96,74.86,2238.71,31292.5,-137.791,10
1508,15.07,0.953333,74.8133,2237.13,31314.8,-157.475,10
1509,15.08,0.946667,74.76,2235.36,31337.2,-177.16,10
1510,15.09,0.94,74.7,2233.39,31359.6,-196.844,10
1511,15.1,0.933333,74.6333,2231.23,31381.9,-216.528,10
1512,15.11,0.926667,74.56,2228.86,31404.2,-236.213,10
1513,15.12,0.92,74.48,2226.31,31426.5,-255.897,10
1514,15.13,0.913333,74.3933,2223.55,31448.7,-275.582,10
1515,15.14,0.906667,74.3,2220.6,31470.9,-295.266,10
1516,15.15,0.9,74.2,2217.45,31493.1,-314.95,10
1517,15.16,0.893333,74.0933,2214.1,31515.3,-334.635,10
1518,15.17,0.886667,73.98,2210.56,31537.4,-354.319,10
1519,15.18,0.88,73.86,2206.82,31559.5,-374.004,10
1520,15.19,0.873333,73.7333,2202.88,31581.5,-393.688,10
1521,15.2,0.866667,73.6,2198.75,31603.5,-413.372,10
1522,15.21,0.86,73.46,2194.42,31625.5,-433.057,10
1523,15.22,0.853333,73.3133,2189.89,31647.4,-452.741,10
1524,15.23,0.846667,73.16,2185.17,31669.3,-472.426,10
1525,15.24,0.84,73,2180.24,31691.1,-492.11,10
1526,15.25,0.833333,72.8333,2175.13,31712.9,-511.794,10
1527,15.26,0.826667,72.66,2169.81,31734.6,-531.479,10
1528,15.27,0.82,72.48,2164.3,31756.3,-551.163,10
1529,15.28,0.813333,72.2933,2158.59,31777.9,-570.848,10
1530,15.29,0.806667,72.1,2152.69,31799.5,-590.532,10
1531,15.3,0.8,71.9,2146.58,31821,-610.216,10
1532,15.31,0.793333,71.6933,2140.29,31842.4,-629.901,10
1533,15.32,0.786667,71.48,2133.79,31863.8,-649.585,10
1534,15.33,0.78,71.26,2127.1,31885.1,-669.27,10
1535,15.34,0.773333,71.0333,2120.21,31906.3,-688.954,10
1536,15.35,0.766667,70.8,2113.12,31927.5,-708.639,10
1537,15.36,0.76,70.56,2105.84,31948.6,-728.323,10
1538,15.37,0.753333,70.3133,2098.36,31969.6,-748.007,10
1539,15.38,0.746667,70.06,2090.68,31990.5,-767.692,10
1540,15.39,0.74,69.8,2082.81,32011.4,-787.376,10
1541,15.4,0.733333,69.5333,2074.74,32032.2,-807.061,10
1542,15.41,0.726667,69.26,2066.47,32052.9,-826.745,10
1543,15.42,0.72,68.98,2058,32073.5,-846.429,10
1544,15.43,0.713333,68.6933,2049.34,32094.1,-866.114,10
1545,15.44,0.706667,68.4,2040.49,32114.5,-885.798,10
1546,15.45,0.7,68.1,2031.43,32134.9,-905.483,10
1547,15.46,0.693333,67.7933,2022.18,32155.1,-925.167,10
1548,15.47,0.686667,67.48,2012.73,32175.3,-944.851,10
1549,15.48,0.68,67.16,2003.08,32195.4,-964.536,10
1550,15.49,0.673333,66.8333,1993.24,32215.4,-984.22,10
1551,15.5,0.666667,66.5,1983.2,32235.3,-1003.9,10
1552,15.51,0.66,66.16,1972.97,32255,-1023.59,10
1553,15.52,0.653333,65.8133,1962.53,32274.7,-1043.27,10
1554,15.53,0.646667,65.46,1951.91,32294.3,-1062.96,10
1555,15.54,0.64,65.1,1941.08,32313.7,-1082.64,10
1556,15.55,0.633333,64.7333,1930.06,32333.1,-1102.33,10
1557,15.56,0.626667,64.36,1918.84,32352.3,-1122.01,10
1558,15.57,0.62,63.98,1907.42,32371.5,-1141.7,10
1559,15.58,0.613333,63.5933,1895.8,32390.5,-1161.38,10
1560,15.59,0.606667,63.2,1883.99,32409.4,-1181.06,10
1561,15.6,0.6,62.8,1871.99,32428.2,-1200.75,10
1562,15.61,0.593333,62.3933,1859.78,32446.8,-1220.43,10
1563,15.62,0.586667,61.98,1847.38,32465.4,-1240.12,10
1564,15.63,0.58,61.56,1834.78,32483.8,-1259.8,10
1565,15.64,0.573333,61.1333,1821.99,32502.1,-1279.49,10
1566,15.65,0.566667,60.7,1809,32520.2,-1299.17,10
1567,15.66,0.56,60.26,1795.81,32538.2,-1318.86,10
1568,15.67,0.553333,59.8133,1782.42,32556.1,-1338.54,10
1569,15.68,0.546667,59.36,1768.84,32573.9,-1358.22,10
1570,15.69,0.54,58.9,1755.06,32591.5,-1377.91,10
1571,15.7,0.533333,58.4333,1741.09,32609,-1397.59,10
1572,15.71,0.526667,57.96,1726.91,32626.3,-1417.28,10
1573,15.72,0.52,57.48,1712.54,32643.5,-1436.96,10
1574,15.73,0.513333,56.9933,1697.98,32660.6,-1456.65,10
1575,15.74,0.506667,56.5,1683.21,32677.5,-1476.33,10
1576,15.75,0.5,56,1668.25,32694.2,-1496.01,10
1577,15.76,0.493333,55.5,1653.29,32710.9,-1496.01,10
1578,15.77,0.486667,55,1638.33,32727.3,-1496.01,10
1579,15.78,0.48,54.5,1623.37,32743.6,-1496.01,10
1580,15.79,0.473333,54,1608.41,32759.8,-1496.01,10
1581,15.8,0.466667,53.5,1593.45,32775.8,-1496.01,10
1582,15.81,0.46,53,1578.49,32791.6,-1496.01,10
1583,15.82,0.453333,52.5,1563.53,32807.4,-1496.01,10
1584,15.83,0.446667,52,1548.57,32822.9,-1496.01,10
1585,15.84,0.44,51.5,1533.61,32838.3,-1496.01,10
1586,15.85,0.433333,51,1518.65,32853.6,-1496.01,10
1587,15.86,0.426667,50.5,1503.69,32868.7,-1496.01,10
1588,15.87,0.42,50,1488.73,32883.7,-1496.01,10
1589,15.88,0.413333,49.5,1473.77,32898.5,-1496.01,10
1590,15.89,0.406667,49,1458.81,32913.1,-1496.01,10
