"Motion Profile Trajectory generated by MCSF"
maxV(rps),2244.02
maxA(rps/s),1496.01
dist(r),33660.3
ItP(ms),10
T1(ms),1500
T2(ms),750
T4(ms),15000
FL1,150
FL2,75
N,1500
Step,Time(s),Filter1 sum,Filter2 sum,Vel(RPS),Pos(R),Accel(RPS/S),Dur(ms)
485,4.84,1,75,2244.02,8358.69,0,10
486,4.85,1,75,2244.02,8381.13,0,10
487,4.86,1,75,2244.02,8403.57,0,10
488,4.87,1,75,2244.02,8426.01,0,10
489,4.88,1,75,2244.02,8448.45,0,10
490,4.89,1,75,2244.02,8470.89,0,10
491,4.9,1,75,2244.02,8493.33,0,10
492,4.91,1,75,2244.02,8515.77,0,10
493,4.92,1,75,2244.02,8538.21,0,10
494,4.93,1,75,2244.02,8560.65,0,10
495,4.94,1,75,2244.02,8583.09,0,10
496,4.95,1,75,2244.02,8605.53,0,10
497,4.96,1,75,2244.02,8627.97,0,10
498,4.97,1,75,2244.02,8650.41,0,10
499,4.98,1,75,2244.02,8672.85,0,10
500,4.99,1,75,2244.02,8695.29,0,10
501,5,1,75,2244.02,8717.73,0,10
502,5.01,1,75,2244.02,8740.17,0,10
503,5.02,1,75,2244.02,8762.61,0,10
504,5.03,1,75,2244.02,8785.05,0,10
505,5.04,1,75,2244.02,8807.49,0,10
506,5.05,1,75,2244.02,8829.93,0,10
507,5.06,1,75,2244.02,8852.37,0,10
508,5.07,1,75,2244.02,8874.81,0,10
509,5.08,1,75,2244.02,8897.25,0,10
510,5.09,1,75,2244.02,8919.69,0,10
511,5.1,1,75,2244.02,8942.13,0,10
512,5.11,1,75,2244.02,8964.57,0,10
513,5.12,1,75,2244.02,8987.01,0,10
514,5.13,1,75,2244.02,9009.45,0,10
515,5.14,1,75,2244.02,9031.89,0,10
516,5.15,1,75,2244.02,9054.33,0,10
517,5.16,1,75,2244.02,9076.77,0,10
518,5.17,1,75,2244.02,9099.21,0,10
519,5.18,1,75,2244.02,9121.65,0,10
520,5.19,1,75,2244.02,9144.09,0,10
521,5.2,1,75,2244.02,9166.53,0,10
522,5.21,1,75,2244.02,9188.97,0,10
523,5.22,1,75,2244.02,9211.41,0,10
524,5.23,1,75,2244.02,9233.86,0,10
525,5.24,1,75,2244.02,9256.3,0,10
526,5.25,1,75,2244.02,9278.74,0,10
527,5.26,1,75,2244.02,9301.18,0,10
528,5.27,1,75,2244.02,9323.62,0,10
529,5.28,1,75,2244.02,9346.06,0,10
530,5.29,1,75,2244.02,9368.5,0,10
531,5.3,1,75,2244.02,9390.94,0,10
532,5.31,1,75,2244.02,9413.38,0,10
533,5.32,1,75,2244.02,9435.82,0,10
534,5.33,1,75,2244.02,9458.26,0,10
535,5.34,1,75,2244.02,9480.7,0,10
536,5.35,1,75,2244.02,9503.14,0,10
537,5.36,1,75,2244.02,9525.58,0,10
538,5.37,1,75,2244.02,9548.02,0,10
539,5.38,1,75,2244.02,9570.46,0,10
540,5.39,1,75,2244.02,9592.9,0,10
541,5.4,1,75,2244.02,9615.34,0,10
542,5.41,1,75,2244.02,9637.78,0,10
543,5.42,1,75,2244.02,9660.22,0,10
544,5.43,1,75,2244.02,9682.66,0,10
545,5.44,1,75,2244.02,9705.1,0,10
546,5.45,1,75,2244.02,9727.54,0,10
547,5.46,1,75,2244.02,9749.98,0,10
548,5.47,1,75,2244.02,9772.42,0,10
549,5.48,1,75,2244.02,9794.86,0,10
550,5.49,1,75,2244.02,9817.3,0,10
551,5.5,1,75,2244.02,9839.74,0,10
552,5.51,1,75,2244.02,9862.18,0,10
553,5.52,1,75,2244.02,9884.62,0,10
554,5.53,1,75,2244.02,9907.06,0,10
555,5.54,1,75,2244.02,9929.5,0,10
556,5.55,1,75,2244.02,9951.94,0,10
557,5.56,1,75,2244.02,9974.38,0,10
558,5.57,1,75,2244.02,9996.82,0,10
559,5.58,1,75,2244.02,10019.3,0,10
560,5.59,1,75,2244.02,10041.7,0,10
561,5.6,1,75,2244.02,10064.1,0,10
562,5.61,1,75,2244.02,10086.6,0,10
563,5.62,1,75,2244.02,10109,0,10
564,5.63,1,75,2244.02,10131.5,0,10
565,5.64,1,75,2244.02,10153.9,0,10
566,5.65,1,75,2244.02,10176.3,0,10
567,5.66,1,75,2244.02,10198.8,0,10
568,5.67,1,75,2244.02,10221.2,0,10
569,5.68,1,75,2244.02,10243.7,0,10
570,5.69,1,75,2244.02,10266.1,0,10
571,5.7,1,75,2244.02,10288.5,0,10
572,5.71,1,75,2244.02,10311,0,10
573,5.72,1,75,2244.02,10333.4,0,10
574,5.73,1,75,2244.02,10355.9,0,10
575,5.74,1,75,2244.02,10378.3,0,10
576,5.75,1,75,2244.02,10400.7,0,10
577,5.76,1,75,2244.02,10423.2,0,10
578,5.77,1,75,2244.02,10445.6,0,10
579,5.78,1,75,2244.02,10468.1,0,10
580,5.79,1,75,2244.02,10490.5,0,10
581,5.8,1,75,2244.02,10512.9,0,10
582,5.81,1,75,2244.02,10535.4,0,10
583,5.82,1,75,2244.02,10557.8,0,10
584,5.83,1,75,2244.02,10580.3,0,10
585,5.84,1,75,2244.02,10602.7,0,10
586,5.85,1,75,2244.02,10625.1,0,10
587,5.86,1,75,2244.02,10647.6,0,10
588,5.87,1,75,2244.02,10670,0,10
589,5.88,1,75,2244.02,10692.5,0,10
590,5.89,1,75,2244.02,10714.9,0,10
591,5.9,1,75,2244.02,10737.3,0,10
592,5.91,1,75,2244.02,10759.8,0,10
593,5.92,1,75,2244.02,10782.2,0,10
594,5.93,1,75,2244.02,10804.7,0,10
595,5.94,1,75,2244.02,10827.1,0,10
596,5.95,1,75,2244.02,10849.6,0,10
597,5.96,1,75,2244.02,10872,0,10
598,5.97,1,75,2244.02,10894.4,0,10
599,5.98,1,75,2244.02,10916.9,0,10
600,5.99,1,75,2244.02,10939.3,0,10
601,6,1,75,2244.02,10961.8,0,10
602,6.01,1,75,2244.02,10984.2,0,10
603,6.02,1,75,2244.02,11006.6,0,10
604,6.03,1,75,2244.02,11029.1,0,10
605,6.04,1,75,2244.02,11051.5,0,10
606,6.05,1,75,2244.02,11074,0,10
607,6.06,1,75,2244.02,11096.4,0,10
608,6.07,1,75,2244.02,11118.8,0,10
609,6.08,1,75,2244.02,11141.3,0,10
610,6.09,1,75,2244.02,11163.7,0,10
611,6.1,1,75,2244.02,11186.2,0,10
612,6.11,1,75,2244.02,11208.6,0,10
613,6.12,1,75,2244.02,11231,0,10
614,6.13,1,75,2244.02,11253.5,0,10
615,6.14,1,75,2244.02,11275.9,0,10
616,6.15,1,75,2244.02,11298.4,0,10
617,6.16,1,75,2244.02,11320.8,0,10
618,6.17,1,75,2244.02,11343.2,0,10
619,6.18,1,75,2244.02,11365.7,0,10
620,6.19,1,75,2244.02,11388.1,0,10
621,6.2,1,75,2244.02,11410.6,0,10
622,6.21,1,75,2244.02,11433,0,10
623,6.22,1,75,2244.02,11455.4,0,10
624,6.23,1,75,2244.02,11477.9,0,10
625,6.24,1,75,2244.02,11500.3,0,10
626,6.25,1,75,2244.02,11522.8,0,10
627,6.26,1,75,2244.02,11545.2,0,10
628,6.27,1,75,2244.02,11567.6,0,10
629,6.28,1,75,2244.02,11590.1,0,10
630,6.29,1,75,2244.02,11612.5,0,10
631,6.3,1,75,2244.02,11635,0,10
632,6.31,1,75,2244.02,11657.4,0,10
633,6.32,1,75,2244.02,11679.8,0,10
634,6.33,1,75,2244.02,11702.3,0,10
635,6.34,1,75,2244.02,11724.7,0,10
636,6.35,1,75,2244.02,11747.2,0,10
637,6.36,1,75,2244.02,11769.6,0,10
638,6.37,1,75,2244.02,11792,0,10
639,6.38,1,75,2244.02,11814.5,0,10
640,6.39,1,75,2244.02,11836.9,0,10
641,6.4,1,75,2244.02,11859.4,0,10
642,6.41,1,75,2244.02,11881.8,0,10
643,6.42,1,75,2244.02,11904.2,0,10
644,6.43,1,75,2244.02,11926.7,0,10
645,6.44,1,75,2244.02,11949.1,0,10
646,6.45,1,75,2244.02,11971.6,0,10
647,6.46,1,75,2244.02,11994,0,10
648,6.47,1,75,2244.02,12016.4,0,10
649,6.48,1,75,2244.02,12038.9,0,10
650,6.49,1,75,2244.02,12061.3,0,10
651,6.5,1,75,2244.02,12083.8,0,10
652,6.51,1,75,2244.02,12106.2,0,10
653,6.52,1,75,2244.02,12128.6,0,10
654,6.53,1,75,2244.02,12151.1,0,10
655,6.54,1,75,2244.02,12173.5,0,10
656,6.55,1,75,2244.02,12196,0,10
657,6.56,1,75,2244.02,12218.4,0,10
658,6.57,1,75,2244.02,12240.8,0,10
659,6.58,1,75,2244.02,12263.3,0,10
660,6.59,1,75,2244.02,12285.7,0,10
661,6.6,1,75,2244.02,12308.2,0,10
662,6.61,1,75,2244.02,12330.6,0,10
663,6.62,1,75,2244.02,12353,0,10
664,6.63,1,75,2244.02,12375.5,0,10
665,6.64,1,75,2244.02,12397.9,0,10
666,6.65,1,75,2244.02,12420.4,0,10
667,6.66,1,75,2244.02,12442.8,0,10
668,6.67,1,75,2244.02,12465.2,0,10
669,6.68,1,75,2244.02,12487.7,0,10
670,6.69,1,75,2244.02,12510.1,0,10
671,6.7,1,75,2244.02,12532.6,0,10
672,6.71,1,75,2244.02,12555,0,10
673,6.72,1,75,2244.02,12577.4,0,10
674,6.73,1,75,2244.02,12599.9,0,10
675,6.74,1,75,2244.02,12622.3,0,10
676,6.75,1,75,2244.02,12644.8,0,10
677,6.76,1,75,2244.02,12667.2,0,10
678,6.77,1,75,2244.02,12689.6,0,10
679,6.78,1,75,2244.02,12712.1,0,10
680,6.79,1,75,2244.02,12734.5,0,10
681,6.8,1,75,2244.02,12757,0,10
682,6.81,1,75,2244.02,12779.4,0,10
683,6.82,1,75,2244.02,12801.9,0,10
684,6.83,1,75,2244.02,12824.3,0,10
685,6.84,1,75,2244.02,12846.7,0,10
686,6.85,1,75,2244.02,12869.2,0,10
687,6.86,1,75,2244.02,12891.6,0,10
688,6.87,1,75,2244.02,12914.1,0,10
689,6.88,1,75,2244.02,12936.5,0,10
690,6.89,1,75,2244.02,12958.9,0,10
691,6.9,1,75,2244.02,12981.4,0,10
692,6.91,1,75,2244.02,13003.8,0,10
693,6.92,1,75,2244.02,13026.3,0,10
694,6.93,1,75,2244.02,13048.7,0,10
695,6.94,1,75,2244.02,13071.1,0,10
696,6.95,1,75,2244.02,13093.6,0,10
697,6.96,1,75,2244.02,13116,0,10
698,6.97,1,75,2244.02,13138.5,0,10
699,6.98,1,75,2244.02,13160.9,0,10
700,6.99,1,75,2244.02,13183.3,0,10
701,7,1,75,2244.02,13205.8,0,10
702,7.01,1,75,2244.02,13228.2,0,10
703,7.02,1,75,2244.02,13250.7,0,10
704,7.03,1,75,2244.02,13273.1,0,10
705,7.04,1,75,2244.02,13295.5,0,10
706,7.05,1,75,2244.02,13318,0,10
707,7.06,1,75,2244.02,13340.4,0,10
708,7.07,1,75,2244.02,13362.9,0,10
709,7.08,1,75,2244.02,13385.3,0,10
710,7.09,1,75,2244.02,13407.7,0,10
711,7.1,1,75,2244.02,13430.2,0,10
712,7.11,1,75,2244.02,13452.6,0,10
713,7.12,1,75,2244.02,13475.1,0,10
714,7.13,1,75,2244.02,13497.5,0,10
715,7.14,1,75,2244.02,13519.9,0,10
716,7.15,1,75,2244.02,13542.4,0,10
717,7.16,1,75,2244.02,13564.8,0,10
718,7.17,1,75,2244.02,13587.3,0,10
719,7.18,1,75,2244.02,13609.7,0,10
720,7.19,1,75,2244.02,13632.1,0,10
721,7.2,1,75,2244.02,13654.6,0,10
722,7.21,1,75,2244.02,13677,0,10
723,7.22,1,75,2244.02,13699.5,0,10
724,7.23,1,75,2244.02,13721.9,0,10
725,7.24,1,75,2244.02,13744.3,0,10
726,7.25,1,75,2244.02,13766.8,0,10
727,7.26,1,75,2244.02,13789.2,0,10
728,7.27,1,75,2244.02,13811.7,0,10
729,7.28,1,75,2244.02,13834.1,0,10
730,7.29,1,75,2244.02,13856.5,0,10
731,7.3,1,75,2244.02,13879,0,10
732,7.31,1,75,2244.02,13901.4,0,10
733,7.32,1,75,2244.02,13923.9,0,10
734,7.33,1,75,2244.02,13946.3,0,10
735,7.34,1,75,2244.02,13968.7,0,10
736,7.35,1,75,2244.02,13991.2,0,10
737,7.36,1,75,2244.02,14013.6,0,10
738,7.37,1,75,2244.02,14036.1,0,10
739,7.38,1,75,2244.02,14058.5,0,10
740,7.39,1,75,2244.02,14080.9,0,10
741,7.4,1,75,2244.02,14103.4,0,10
742,7.41,1,75,2244.02,14125.8,0,10
743,7.42,1,75,2244.02,14148.3,0,10
744,7.43,1,75,2244.02,14170.7,0,10
745,7.44,1,75,2244.02,14193.1,0,10
746,7.45,1,75,2244.02,14215.6,0,10
747,7.46,1,75,2244.02,14238,0,10
748,7.47,1,75,2244.02,14260.5,0,10
749,7.48,1,75,2244.02,14282.9,0,10
750,7.49,1,75,2244.02,14305.3,0,10
751,7.5,1,75,2244.02,14327.8,0,10
752,7.51,1,75,2244.02,14350.2,0,10
753,7.52,1,75,2244.02,14372.7,0,10
754,7.53,1,75,2244.02,14395.1,0,10
755,7.54,1,75,2244.02,14417.5,0,10
756,7.55,1,75,2244.02,14440,0,10
757,7.56,1,75,2244.02,14462.4,0,10
758,7.57,1,75,2244.02,14484.9,0,10
759,7.58,1,75,2244.02,14507.3,0,10
760,7.59,1,75,2244.02,14529.7,0,10
761,7.6,1,75,2244.02,14552.2,0,10
762,7.61,1,75,2244.02,14574.6,0,10
763,7.62,1,75,2244.02,14597.1,0,10
764,7.63,1,75,2244.02,14619.5,0,10
765,7.64,1,75,2244.02,14641.9,0,10
766,7.65,1,75,2244.02,14664.4,0,10
767,7.66,1,75,2244.02,14686.8,0,10
768,7.67,1,75,2244.02,14709.3,0,10
769,7.68,1,75,2244.02,14731.7,0,10
770,7.69,1,75,2244.02,14754.1,0,10
771,7.7,1,75,2244.02,14776.6,0,10
772,7.71,1,75,2244.02,14799,0,10
773,7.72,1,75,2244.02,14821.5,0,10
774,7.73,1,75,2244.02,14843.9,0,10
775,7.74,1,75,2244.02,14866.4,0,10
776,7.75,1,75,2244.02,14888.8,0,10
777,7.76,1,75,2244.02,14911.2,0,10
778,7.77,1,75,2244.02,14933.7,0,10
779,7.78,1,75,2244.02,14956.1,0,10
780,7.79,1,75,2244.02,14978.6,0,10
781,7.8,1,75,2244.02,15001,0,10
782,7.81,1,75,2244.02,15023.4,0,10
783,7.82,1,75,2244.02,15045.9,0,10
784,7.83,1,75,2244.02,15068.3,0,10
785,7.84,1,75,2244.02,15090.8,0,10
786,7.85,1,75,2244.02,15113.2,0,10
787,7.86,1,75,2244.02,15135.6,0,10
788,7.87,1,75,2244.02,15158.1,0,10
789,7.88,1,75,2244.02,15180.5,0,10
790,7.89,1,75,2244.02,15203,0,10
791,7.9,1,75,2244.02,15225.4,0,10
792,7.91,1,75,2244.02,15247.8,0,10
793,7.92,1,75,2244.02,15270.3,0,10
794,7.93,1,75,2244.02,15292.7,0,10
795,7.94,1,75,2244.02,15315.2,0,10
796,7.95,1,75,2244.02,15337.6,0,10
797,7.96,1,75,2244.02,15360,0,10
798,7.97,1,75,2244.02,15382.5,0,10
799,7.98,1,75,2244.02,15404.9,0,10
800,7.99,1,75,2244.02,15427.4,0,10
801,8,1,75,2244.02,15449.8,0,10
802,8.01,1,75,2244.02,15472.2,0,10
803,8.02,1,75,2244.02,15494.7,0,10
804,8.03,1,75,2244.02,15517.1,0,10
805,8.04,1,75,2244.02,15539.6,0,10
806,8.05,1,75,2244.02,15562,0,10
807,8.06,1,75,2244.02,15584.4,0,10
808,8.07,1,75,2244.02,15606.9,0,10
809,8.08,1,75,2244.02,15629.3,0,10
810,8.09,1,75,2244.02,15651.8,0,10
811,8.1,1,75,2244.02,15674.2,0,10
812,8.11,1,75,2244.02,15696.6,0,10
813,8.12,1,75,2244.02,15719.1,0,10
814,8.13,1,75,2244.02,15741.5,0,10
815,8.14,1,75,2244.02,15764,0,10
816,8.15,1,75,2244.02,15786.4,0,10
817,8.16,1,75,2244.02,15808.8,0,10
818,8.17,1,75,2244.02,15831.3,0,10
819,8.18,1,75,2244.02,15853.7,0,10
820,8.19,1,75,2244.02,15876.2,0,10
821,8.2,1,75,2244.02,15898.6,0,10
822,8.21,1,75,2244.02,15921,0,10
823,8.22,1,75,2244.02,15943.5,0,10
824,8.23,1,75,2244.02,15965.9,0,10
825,8.24,1,75,2244.02,15988.4,0,10
826,8.25,1,75,2244.02,16010.8,0,10
827,8.26,1,75,2244.02,16033.2,0,10
828,8.27,1,75,2244.02,16055.7,0,10
829,8.28,1,75,2244.02,16078.1,0,10
830,8.29,1,75,2244.02,16100.6,0,10
831,8.3,1,75,2244.02,16123,0,10
832,8.31,1,75,2244.02,16145.4,0,10
833,8.32,1,75,2244.02,16167.9,0,10
834,8.33,1,75,2244.02,16190.3,0,10
835,8.34,1,75,2244.02,16212.8,0,10
836,8.35,1,75,2244.02,16235.2,0,10
837,8.36,1,75,2244.02,16257.6,0,10
838,8.37,1,75,2244.02,16280.1,0,10
839,8.38,1,75,2244.02,16302.5,0,10
840,8.39,1,75,2244.02,16325,0,10
841,8.4,1,75,2244.02,16347.4,0,10
842,8.41,1,75,2244.02,16369.8,0,10
843,8.42,1,75,2244.02,16392.3,0,10
844,8.43,1,75,2244.02,16414.7,0,10
845,8.44,1,75,2244.02,16437.2,0,10
846,8.45,1,75,2244.02,16459.6,0,10
847,8.46,1,75,2244.02,16482,0,10
848,8.47,1,75,2244.02,16504.5,0,10
849,8.48,1,75,2244.02,16526.9,0,10
850,8.49,1,75,2244.02,16549.4,0,10
851,8.5,1,75,2244.02,16571.8,0,10
852,8.51,1,75,2244.02,16594.2,0,10
853,8.52,1,75,2244.02,16616.7,0,10
854,8.53,1,75,2244.02,16639.1,0,10
855,8.54,1,75,2244.02,16661.6,0,10
856,8.55,1,75,2244.02,16684,0,10
857,8.56,1,75,2244.02,16706.4,0,10
858,8.57,1,75,2244.02,16728.9,0,10
859,8.58,1,75,2244.02,16751.3,0,10
860,8.59,1,75,2244.02,16773.8,0,10
861,8.6,1,75,2244.02,16796.2,0,10
862,8.61,1,75,2244.02,16818.6,0,10
863,8.62,1,75,2244.02,16841.1,0,10
864,8.63,1,75,2244.02,16863.5,0,10
865,8.64,1,75,2244.02,16886,0,10
866,8.65,1,75,2244.02,16908.4,0,10
867,8.66,1,75,2244.02,16930.9,0,10
868,8.67,1,75,2244.02,16953.3,0,10
869,8.68,1,75,2244.02,16975.7,0,10
870,8.69,1,75,2244.02,16998.2,0,10
871,8.7,1,75,2244.02,17020.6,0,10
872,8.71,1,75,2244.02,17043.1,0,10
873,8.72,1,75,2244.02,17065.5,0,10
874,8.73,1,75,2244.02,17087.9,0,10
875,8.74,1,75,2244.02,17110.4,0,10
876,8.75,1,75,2244.02,17132.8,0,10
877,8.76,1,75,2244.02,17155.3,0,10
878,8.77,1,75,2244.02,17177.7,0,10
879,8.78,1,75,2244.02,17200.1,0,10
880,8.79,1,75,2244.02,17222.6,0,10
881,8.8,1,75,2244.02,17245,0,10
882,8.81,1,75,2244.02,17267.5,0,10
883,8.82,1,75,2244.02,17289.9,0,10
884,8.83,1,75,2244.02,17312.3,0,10
885,8.84,1,75,2244.02,17334.8,0,10
886,8.85,1,75,2244.02,17357.2,0,10
887,8.86,1,75,2244.02,17379.7,0,10
888,8.87,1,75,2244.02,17402.1,0,10
889,8.88,1,75,2244.02,17424.5,0,10
890,8.89,1,75,2244.02,17447,0,10
891,8.9,1,75,2244.02,17469.4,0,10
892,8.91,1,75,2244.02,17491.9,0,10
893,8.92,1,75,2244.02,17514.3,0,10
894,8.93,1,75,2244.02,17536.7,0,10
895,8.94,1,75,2244.02,17559.2,0,10
896,8.95,1,75,2244.02,17581.6,0,10
897,8.96,1,75,2244.02,17604.1,0,10
898,8.97,1,75,2244.02,17626.5,0,10
899,8.98,1,75,2244.02,17648.9,0,10
900,8.99,1,75,2244.02,17671.4,0,10
901,9,1,75,2244.02,17693.8,0,10
902,9.01,1,75,2244.02,17716.3,0,10
903,9.02,1,75,2244.02,17738.7,0,10
904,9.03,1,75,2244.02,17761.1,0,10
905,9.04,1,75,2244.02,17783.6,0,10
906,9.05,1,75,2244.02,17806,0,10
907,9.06,1,75,2244.02,17828.5,0,10
908,9.07,1,75,2244.02,17850.9,0,10
909,9.08,1,75,2244.02,17873.3,0,10
910,9.09,1,75,2244.02,17895.8,0,10
911,9.1,1,75,2244.02,17918.2,0,10
912,9.11,1,75,2244.02,17940.7,0,10
913,9.12,1,75,2244.02,17963.1,0,10
914,9.13,1,75,2244.02,17985.5,0,10
915,9.14,1,75,2244.02,18008,0,10
916,9.15,1,75,2244.02,18030.4,0,10
917,9.16,1,75,2244.02,18052.9,0,10
918,9.17,1,75,2244.02,18075.3,0,10
919,9.18,1,75,2244.02,18097.7,0,10
920,9.19,1,75,2244.02,18120.2,0,10
921,9.2,1,75,2244.02,18142.6,0,10
922,9.21,1,75,2244.02,18165.1,0,10
923,9.22,1,75,2244.02,18187.5,0,10
924,9.23,1,75,2244.02,18209.9,0,10
925,9.24,1,75,2244.02,18232.4,0,10
926,9.25,1,75,2244.02,18254.8,0,10
927,9.26,1,75,2244.02,18277.3,0,10
928,9.27,1,75,2244.02,18299.7,0,10
929,9.28,1,75,2244.02,18322.1,0,10
930,9.29,1,75,2244.02,18344.6,0,10
931,9.3,1,75,2244.02,18367,0,10
932,9.31,1,75,2244.02,18389.5,0,10
933,9.32,1,75,2244.02,18411.9,0,10
934,9.33,1,75,2244.02,18434.3,0,10
935,9.34,1,75,2244.02,18456.8,0,10
936,9.35,1,75,2244.02,18479.2,0,10
937,9.36,1,75,2244.02,18501.7,0,10
938,9.37,1,75,2244.02,18524.1,0,10
939,9.38,1,75,2244.02,18546.5,0,10
940,9.39,1,75,2244.02,18569,0,10
941,9.4,1,75,2244.02,18591.4,0,10
942,9.41,1,75,2244.02,18613.9,0,10
943,9.42,1,75,2244.02,18636.3,0,10
944,9.43,1,75,2244.02,18658.7,0,10
945,9.44,1,75,2244.02,18681.2,0,10
946,9.45,1,75,2244.02,18703.6,0,10
947,9.46,1,75,2244.02,18726.1,0,10
948,9.47,1,75,2244.02,18748.5,0,10
949,9.48,1,75,2244.02,18770.9,0,10
950,9.49,1,75,2244.02,18793.4,0,10
951,9.5,1,75,2244.02,18815.8,0,10
952,9.51,1,75,2244.02,18838.3,0,10
953,9.52,1,75,2244.02,18860.7,0,10
954,9.53,1,75,2244.02,18883.1,0,10
955,9.54,1,75,2244.02,18905.6,0,10
956,9.55,1,75,2244.02,18928,0,10
957,9.56,1,75,2244.02,18950.5,0,10
958,9.57,1,75,2244.02,18972.9,0,10
959,9.58,1,75,2244.02,18995.4,0,10
960,9.59,1,75,2244.02,19017.8,0,10
961,9.6,1,75,2244.02,19040.2,0,10
962,9.61,1,75,2244.02,19062.7,0,10
963,9.62,1,75,2244.02,19085.1,0,10
964,9.63,1,75,2244.02,19107.6,0,10
965,9.64,1,75,2244.02,19130,0,10
966,9.65,1,75,2244.02,19152.4,0,10
967,9.66,1,75,2244.02,19174.9,0,10
968,9.67,1,75,2244.02,19197.3,0,10
969,9.68,1,75,2244.02,19219.8,0,10
970,9.69,1,75,2244.02,19242.2,0,10
971,9.7,1,75,2244.02,19264.6,0,10
972,9.71,1,75,2244.02,19287.1,0,10
973,9.72,1,75,2244.02,19309.5,0,10
974,9.73,1,75,2244.02,19332,0,10
975,9.74,1,75,2244.02,19354.4,0,10
976,9.75,1,75,2244.02,19376.8,0,10
977,9.76,1,75,2244.02,19399.3,0,10
978,9.77,1,75,2244.02,19421.7,0,10
979,9.78,1,75,2244.02,19444.2,0,10
980,9.79,1,75,2244.02,19466.6,0,10
981,9.8,1,75,2244.02,19489,0,10
982,9.81,1,75,2244.02,19511.5,0,10
983,9.82,1,75,2244.02,19533.9,0,10
984,9.83,1,75,2244.02,19556.4,0,10
985,9.84,1,75,2244.02,19578.8,0,10
986,9.85,1,75,2244.02,19601.2,0,10
987,9.86,1,75,2244.02,19623.7,0,10
988,9.87,1,75,2244.02,19646.1,0,10
989,9.88,1,75,2244.02,19668.6,0,10
990,9.89,1,75,2244.02,19691,0,10
991,9.9,1,75,2244.02,19713.4,0,10
992,9.91,1,75,2244.02,19735.9,0,10
993,9.92,1,75,2244.02,19758.3,0,10
994,9.93,1,75,2244.02,19780.8,0,10
995,9.94,1,75,2244.02,19803.2,0,10
996,9.95,1,75,2244.02,19825.6,0,10
997,9.96,1,75,2244.02,19848.1,0,10
998,9.97,1,75,2244.02,19870.5,0,10
999,9.98,1,75,2244.02,19893,0,10
1000,9.99,1,75,2244.02,19915.4,0,10
1001,10,1,75,2244.02,19937.8,0,10
1002,10.01,1,75,2244.02,19960.3,0,10
1003,10.02,1,75,2244.02,19982.7,0,10
1004,10.03,1,75,2244.02,20005.2,0,10
1005,10.04,1,75,2244.02,20027.6,0,10
1006,10.05,1,75,2244.02,20050,0,10
1007,10.06,1,75,2244.02,20072.5,0,10
1008,10.07,1,75,2244.02,20094.9,0,10
1009,10.08,1,75,2244.02,20117.4,0,10
1010,10.09,1,75,2244.02,20139.8,0,10
1011,10.1,1,75,2244.02,20162.2,0,10
1012,10.11,1,75,2244.02,20184.7,0,10
1013,10.12,1,75,2244.02,20207.1,0,10
1014,10.13,1,75,2244.02,20229.6,0,10
1015,10.14,1,75,2244.02,20252,0,10
1016,10.15,1,75,2244.02,20274.4,0,10
1017,10.16,1,75,2244.02,20296.9,0,10
1018,10.17,1,75,2244.02,20319.3,0,10
1019,10.18,1,75,2244.02,20341.8,0,10
1020,10.19,1,75,2244.02,20364.2,0,10
1021,10.2,1,75,2244.02,20386.6,0,10
1022,10.21,1,75,2244.02,20409.1,0,10
1023,10.22,1,75,2244.02,20431.5,0,10
1024,10.23,1,75,2244.02,20454,0,10
1025,10.24,1,75,2244.02,20476.4,0,10
1026,10.25,1,75,2244.02,20498.8,0,10
1027,10.26,1,75,2244.02,20521.3,0,10
1028,10.27,1,75,2244.02,20543.7,0,10
1029,10.28,1,75,2244.02,20566.2,0,10
1030,10.29,1,75,2244.02,20588.6,0,10
1031,10.3,1,75,2244.02,20611,0,10
1032,10.31,1,75,2244.02,20633.5,0,10
1033,10.32,1,75,2244.02,20655.9,0,10
1034,10.33,1,75,2244.02,20678.4,0,10
1035,10.34,1,75,2244.02,20700.8,0,10
1036,10.35,1,75,2244.02,20723.2,0,10
1037,10.36,1,75,2244.02,20745.7,0,10
1038,10.37,1,75,2244.02,20768.1,0,10
1039,10.38,1,75,2244.02,20790.6,0,10
1040,10.39,1,75,2244.02,20813,0,10
1041,10.4,1,75,2244.02,20835.4,0,10
1042,10.41,1,75,2244.02,20857.9,0,10
1043,10.42,1,75,2244.02,20880.3,0,10
1044,10.43,1,75,2244.02,20902.8,0,10
1045,10.44,1,75,2244.02,20925.2,0,10
1046,10.45,1,75,2244.02,20947.6,0,10
1047,10.46,1,75,2244.02,20970.1,0,10
1048,10.47,1,75,2244.02,20992.5,0,10
1049,10.48,1,75,2244.02,21015,0,10
1050,10.49,1,75,2244.02,21037.4,0,10
1051,10.5,1,75,2244.02,21059.9,0,10
1052,10.51,1,75,2244.02,21082.3,0,10
1053,10.52,1,75,2244.02,21104.7,0,10
1054,10.53,1,75,2244.02,21127.2,0,10
1055,10.54,1,75,2244.02,21149.6,0,10
1056,10.55,1,75,2244.02,21172.1,0,10
1057,10.56,1,75,2244.02,21194.5,0,10
1058,10.57,1,75,2244.02,21216.9,0,10
1059,10.58,1,75,2244.02,21239.4,0,10
1060,10.59,1,75,2244.02,21261.8,0,10
1061,10.6,1,75,2244.02,21284.3,0,10
1062,10.61,1,75,2244.02,21306.7,0,10
